DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRSDepTime,DepartureDelay,DepDelay15,TaxiInTime,ArrivalDelay,CRSDuration,ActualDuration,ActualAirTime,DISTANCE,DepDelayOver15,ArrDelayOver15,DiffActualCRSDiration
6,1,1/6/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,-5,0,5,-5,120,120,96,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
6,1,1/6/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1510,-5,0,4,-11,120,114,99,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
6,1,1/6/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,4,0,4,-4,121,113,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
6,1,1/6/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1850,96,1,4,87,120,111,99,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,-9
6,1,1/6/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-2,0,7,-11,119,110,91,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
6,1,1/6/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,-8,0,7,-16,117,109,94,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
6,1,1/6/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1250,5,0,3,-15,118,98,87,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-20
6,1,1/6/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",955,-4,0,4,-17,115,102,91,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-13
6,1,1/6/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",1605,41,1,8,34,131,124,97,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-7
6,1,1/6/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",840,8,0,7,-8,130,114,92,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-16
6,1,1/6/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",1254,-3,0,5,-23,136,116,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-20
6,1,1/6/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-5,0,5,-27,132,110,90,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-22
6,1,1/6/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,6,0,7,-8,129,115,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-14
6,1,1/6/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1333,0,0,7,-13,127,114,92,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-13
6,1,1/6/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1943,23,1,7,4,131,112,91,679,Departure Delay more than 15 min,Arrival Delay 15 min or less,-19
6,1,1/6/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",600,49,1,4,23,129,103,88,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-26
6,1,1/6/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1040,25,1,4,6,129,110,89,679,Departure Delay more than 15 min,Arrival Delay 15 min or less,-19
6,1,1/6/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2306,10,0,6,-3,132,119,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-13
6,1,1/6/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,0,0,7,-10,125,115,92,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-10
6,1,1/6/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1425,-3,0,9,-9,120,114,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
6,1,1/6/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1605,-2,0,4,-20,125,107,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-18
6,1,1/6/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",2030,9,0,5,0,125,116,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
6,1,1/6/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",600,3,0,3,-16,125,106,92,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-19
6,1,1/6/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1550,223,1,4,209,120,106,95,672,Departure Delay more than 15 min,Arrival Delay more than 15 min,-14
6,1,1/6/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1900,135,1,4,124,120,109,96,672,Departure Delay more than 15 min,Arrival Delay more than 15 min,-11
6,1,1/6/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1245,121,1,3,107,115,101,90,672,Departure Delay more than 15 min,Arrival Delay more than 15 min,-14
6,1,1/6/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1055,52,1,4,36,120,104,91,672,Departure Delay more than 15 min,Arrival Delay more than 15 min,-16
6,1,1/6/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",855,-3,0,5,-21,125,107,92,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-18
6,1,1/6/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",2015,10,0,4,1,125,116,101,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
6,1,1/6/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",740,1,0,4,-17,130,112,99,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-18
7,2,1/7/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,-7,0,5,-3,114,118,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,4
7,2,1/7/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1010,-4,0,6,-6,120,118,103,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
7,2,1/7/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1250,-5,0,3,-18,120,107,96,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-13
7,2,1/7/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1955,-10,0,14,1,120,131,105,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,11
7,2,1/7/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1730,-4,0,9,-7,122,119,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
7,2,1/7/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1445,-3,0,4,-10,119,112,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
7,2,1/7/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,-7,0,10,-3,125,129,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,4
7,2,1/7/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,14,0,7,19,120,125,106,697,Departure Delay 15 min or less,Arrival Delay more than 15 min,5
7,2,1/7/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1720,-10,0,10,2,120,132,108,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,12
7,2,1/7/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-7,0,10,-3,121,125,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,4
7,2,1/7/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1850,-10,0,6,-6,120,124,107,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,4
7,2,1/7/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-5,0,7,-12,119,112,96,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
7,2,1/7/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,-8,0,6,-10,117,115,97,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
7,2,1/7/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1250,-8,0,5,-19,118,107,95,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-11
7,2,1/7/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",955,-6,0,7,-13,115,108,94,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
7,2,1/7/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",1650,-9,0,6,-22,131,118,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-13
7,2,1/7/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",905,-3,0,6,-7,130,126,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
7,2,1/7/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",1407,0,0,6,-3,135,132,103,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
7,2,1/7/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",806,48,1,5,33,134,119,97,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-15
7,2,1/7/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1803,36,1,8,29,127,120,99,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-7
7,2,1/7/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1050,-4,0,10,-7,129,126,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
7,2,1/7/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1934,-6,0,7,-16,129,119,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-10
7,2,1/7/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",620,-6,0,8,-18,131,119,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-12
7,2,1/7/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,2,0,7,-5,125,118,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
7,2,1/7/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1425,-3,0,13,2,120,125,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,5
7,2,1/7/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1605,1,0,6,-6,125,118,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
7,2,1/7/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",2030,3,0,5,-8,125,114,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-11
7,2,1/7/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1605,68,1,5,57,120,109,98,672,Departure Delay more than 15 min,Arrival Delay more than 15 min,-11
7,2,1/7/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1405,76,1,5,70,115,109,99,672,Departure Delay more than 15 min,Arrival Delay more than 15 min,-6
7,2,1/7/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",855,11,0,4,-6,120,103,94,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-17
7,2,1/7/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1145,22,1,3,9,120,107,97,672,Departure Delay more than 15 min,Arrival Delay 15 min or less,-13
7,2,1/7/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1920,71,1,4,70,120,119,107,672,Departure Delay more than 15 min,Arrival Delay more than 15 min,-1
7,2,1/7/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",1950,106,1,5,100,130,124,110,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,-6
7,2,1/7/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",710,-3,0,4,13,125,141,128,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,16
8,3,1/8/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,2,0,4,7,114,119,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,5
8,3,1/8/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1010,-8,0,5,-11,120,117,102,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
8,3,1/8/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1250,24,1,6,24,120,120,98,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,0
8,3,1/8/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1015,-8,0,7,-12,123,119,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
8,3,1/8/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1955,10,0,4,13,120,123,107,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,3
8,3,1/8/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1730,10,0,9,11,122,123,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
8,3,1/8/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1445,11,0,6,7,119,115,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
8,3,1/8/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,-3,0,10,-3,125,125,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
8,3,1/8/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,-5,0,8,-6,120,119,103,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
8,3,1/8/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1720,-7,0,7,-4,120,123,108,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,3
8,3,1/8/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1510,-8,0,6,-6,120,122,104,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
8,3,1/8/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-15,0,7,-12,121,124,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,3
8,3,1/8/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1850,-10,0,5,-2,120,128,113,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,8
8,3,1/8/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-13,0,5,-11,119,121,96,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
8,3,1/8/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,-8,0,10,-3,117,122,102,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,5
8,3,1/8/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1250,-14,0,3,-16,118,116,95,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
8,3,1/8/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",955,-4,0,5,-9,115,110,96,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-5
8,3,1/8/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",1650,10,0,7,14,131,135,104,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,4
8,3,1/8/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",1403,48,1,8,37,131,120,98,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-11
8,3,1/8/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",905,0,0,7,-4,130,126,102,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
8,3,1/8/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",756,-5,0,6,-13,134,126,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
8,3,1/8/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1050,44,1,8,38,131,125,98,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-6
8,3,1/8/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1803,24,1,5,12,127,115,98,679,Departure Delay more than 15 min,Arrival Delay 15 min or less,-12
8,3,1/8/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",620,-1,0,7,-2,131,130,102,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
8,3,1/8/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2234,8,0,7,19,123,134,104,679,Departure Delay 15 min or less,Arrival Delay more than 15 min,11
8,3,1/8/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1934,-5,0,6,-10,129,124,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-5
8,3,1/8/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-4,0,8,-4,120,120,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
8,3,1/8/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1615,22,1,3,14,125,117,102,679,Departure Delay more than 15 min,Arrival Delay 15 min or less,-8
8,3,1/8/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",2005,16,1,5,14,120,118,103,679,Departure Delay more than 15 min,Arrival Delay 15 min or less,-2
8,3,1/8/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1605,37,1,5,29,120,112,101,672,Departure Delay more than 15 min,Arrival Delay more than 15 min,-8
8,3,1/8/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1405,10,0,3,3,115,108,101,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
8,3,1/8/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",855,10,0,6,7,120,117,100,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
8,3,1/8/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1145,43,1,4,29,120,106,96,672,Departure Delay more than 15 min,Arrival Delay more than 15 min,-14
8,3,1/8/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1920,37,1,6,44,120,127,103,672,Departure Delay more than 15 min,Arrival Delay more than 15 min,7
8,3,1/8/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",1950,140,1,5,130,130,120,107,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,-10
8,3,1/8/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",710,-4,0,6,-4,125,125,105,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
9,4,1/9/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1720,-3,0,4,9,120,132,118,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,12
9,4,1/9/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,15,1,10,35,114,134,110,679,Departure Delay 15 min or less,Arrival Delay more than 15 min,20
9,4,1/9/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1010,-7,0,10,13,120,140,119,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,20
9,4,1/9/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1250,54,1,6,68,120,134,112,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,14
9,4,1/9/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1015,-4,0,4,6,123,133,115,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,10
9,4,1/9/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1955,-4,0,5,10,120,134,112,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,14
9,4,1/9/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1730,-3,0,8,6,122,131,112,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,9
9,4,1/9/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1445,37,1,7,55,119,137,111,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,18
9,4,1/9/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,-10,0,6,5,125,140,116,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,15
9,4,1/9/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,-11,0,6,10,120,141,120,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,21
9,4,1/9/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1510,-6,0,7,16,120,142,126,697,Departure Delay 15 min or less,Arrival Delay more than 15 min,22
9,4,1/9/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-12,0,7,11,121,144,119,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,23
9,4,1/9/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1850,-5,0,8,16,120,141,119,697,Departure Delay 15 min or less,Arrival Delay more than 15 min,21
9,4,1/9/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-10,0,6,-5,119,124,106,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,5
9,4,1/9/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,63,1,7,72,117,126,113,672,Departure Delay more than 15 min,Arrival Delay more than 15 min,9
9,4,1/9/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1250,-11,0,3,-6,118,123,108,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,5
9,4,1/9/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",955,-8,0,6,3,115,126,112,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,11
9,4,1/9/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",1650,-6,0,9,8,131,145,115,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,14
9,4,1/9/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",905,67,1,5,70,130,133,117,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,3
9,4,1/9/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",1403,2,0,11,15,131,144,114,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,13
9,4,1/9/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2234,46,1,5,44,123,121,103,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-2
9,4,1/9/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1803,2,0,10,5,127,130,106,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,3
9,4,1/9/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1934,52,1,7,62,129,139,111,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,10
9,4,1/9/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",620,-4,0,8,6,131,141,115,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,10
9,4,1/9/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-4,0,5,12,120,136,119,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,16
9,4,1/9/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1205,3,0,3,15,120,132,112,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,12
9,4,1/9/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1615,-4,0,5,2,125,131,112,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,6
9,4,1/9/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",2005,-7,0,4,2,120,129,112,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,9
9,4,1/9/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",806,-5,0,6,10,134,149,114,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,15
9,4,1/9/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1053,0,0,7,22,131,153,112,679,Departure Delay 15 min or less,Arrival Delay more than 15 min,22
9,4,1/9/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1605,47,1,6,52,120,125,112,672,Departure Delay more than 15 min,Arrival Delay more than 15 min,5
9,4,1/9/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1405,57,1,4,65,115,123,113,672,Departure Delay more than 15 min,Arrival Delay more than 15 min,8
9,4,1/9/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",855,14,0,5,19,120,125,114,672,Departure Delay 15 min or less,Arrival Delay more than 15 min,5
9,4,1/9/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1145,1,0,7,10,120,129,115,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,9
9,4,1/9/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1920,56,1,6,65,120,129,109,672,Departure Delay more than 15 min,Arrival Delay more than 15 min,9
9,4,1/9/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",1950,50,1,6,53,130,133,119,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,3
9,4,1/9/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",710,-5,0,3,9,125,139,126,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,14
10,5,1/10/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1720,2,0,6,3,120,121,104,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
10,5,1/10/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,-12,0,4,-12,114,114,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
10,5,1/10/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1010,-8,0,7,1,120,129,110,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,9
10,5,1/10/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1250,18,1,5,24,120,126,99,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,6
10,5,1/10/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1015,-6,0,5,-12,123,117,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
10,5,1/10/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1955,-7,0,11,-2,120,125,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,5
10,5,1/10/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1730,-9,0,7,-12,122,119,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
10,5,1/10/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1445,1,0,8,6,119,124,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,5
10,5,1/10/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,-4,0,6,-2,125,127,106,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
10,5,1/10/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,-13,0,9,1,120,134,111,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,14
10,5,1/10/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1510,-9,0,7,-7,120,122,108,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
10,5,1/10/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-7,0,6,-2,121,126,104,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,5
10,5,1/10/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1850,-6,0,9,-6,120,120,102,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
10,5,1/10/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-7,0,6,-3,119,123,107,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,4
10,5,1/10/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,-1,0,7,-4,117,114,98,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
10,5,1/10/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1250,-2,0,6,-4,118,116,98,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
10,5,1/10/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",955,-13,0,6,-13,115,115,102,672,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
10,5,1/10/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",1650,4,0,7,-4,131,123,107,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
