"tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender"
1709,"2020-12-05 23:17:18.4870","2020-12-05 23:45:48.1960",3167,"Amsterdam Ave & W 73 St",40.7796680900731,-73.9809304475784,385,"E 55 St & 2 Ave",40.75797322,-73.96603308,45047,"Subscriber",1976,1
358,"2020-12-15 15:53:03.5280","2020-12-15 15:59:02.4750",3783,"Cliff St & Fulton St",40.70838,-74.00495,3786,"Division St & Bowery",40.714193,-73.996732,36596,"Subscriber",1996,1
516,"2020-12-02 19:31:11.3860","2020-12-02 19:39:47.6380",291,"Madison St & Montgomery St",40.713126,-73.984844,403,"E 2 St & 2 Ave",40.72502876,-73.99069656,27182,"Subscriber",1985,1
581,"2020-12-03 12:43:29.1540","2020-12-03 12:53:10.1940",3641,"Broadway & W 25 St",40.7428687731211,-73.9891862869263,4121,"1 Ave & E 39 St",40.74714,-73.97113,48100,"Subscriber",1975,2
168,"2020-12-01 07:25:45.3420","2020-12-01 07:28:33.7430",3141,"1 Ave & E 68 St",40.76500525,-73.95818491,3725,"2 Ave & E 72 St",40.7687620293096,-73.9584079384804,45603,"Subscriber",1954,2
730,"2020-12-22 11:22:51.7250","2020-12-22 11:35:02.6450",509,"9 Ave & W 22 St",40.7454973,-74.00197139,3233,"E 48 St & 5 Ave",40.7572456791173,-73.978059142828,47815,"Customer",1983,1
364,"2020-12-06 11:57:00.2940","2020-12-06 12:03:05.2920",3848,"Suydam St & Broadway",40.69544,-73.93223,3774,"Knickerbocker Ave & George St",40.704425,-73.92836,42283,"Subscriber",1992,1
782,"2020-12-24 18:08:40.9490","2020-12-24 18:21:42.9510",144,"Nassau St & Navy St",40.69839895,-73.98068914,412,"Forsyth St & Canal St",40.7158155,-73.99422366,31225,"Subscriber",1958,1
878,"2020-12-07 12:55:52.0770","2020-12-07 13:10:30.2450",217,"Old Fulton St",40.70277159,-73.99383605,143,"Clinton St & Joralemon St",40.69239502,-73.99337909,34822,"Customer",1977,1
978,"2020-12-04 09:00:18.0330","2020-12-04 09:16:36.4500",3799,"6 Ave & W 34 St",40.74964,-73.98805,455,"1 Ave & E 44 St",40.75001986,-73.96905301,26691,"Subscriber",1946,1
1917,"2020-12-24 07:35:22.3180","2020-12-24 08:07:19.8980",4122,"Central Park W & W 97 St",40.7924951949511,-73.9641706646307,490,"8 Ave & W 33 St",40.751551,-73.993934,44585,"Subscriber",1970,1
284,"2020-12-30 08:20:30.3040","2020-12-30 08:25:15.0740",509,"9 Ave & W 22 St",40.7454973,-74.00197139,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,39772,"Subscriber",1966,1
820,"2020-12-02 12:05:46.7690","2020-12-02 12:19:27.6870",349,"Rivington St & Ridge St",40.71850211,-73.98329859,315,"South St & Gouverneur Ln",40.70355377,-74.00670227,48529,"Customer",1995,1
2947,"2020-12-01 12:00:15.7690","2020-12-01 12:49:23.0360",435,"W 21 St & 6 Ave",40.74173969,-73.99415556,3454,"Leonard St & Maujer St",40.7103685423523,-73.9470595121384,38451,"Subscriber",1961,2
1333,"2020-12-05 14:02:27.2120","2020-12-05 14:24:40.7600",3171,"Amsterdam Ave & W 82 St",40.78524672,-73.97667321,3813,"W 20 St & 10 Ave",40.745686,-74.005141,48457,"Subscriber",1987,2
293,"2020-12-25 15:29:17.8580","2020-12-25 15:34:11.2650",3425,"2 Ave & E 104 St",40.7892105,-73.94370784,3493,"E 118 St & 3 Ave",40.799139,-73.9389152,47410,"Subscriber",1972,1
370,"2020-12-09 11:12:22.2740","2020-12-09 11:18:32.7130",3461,"Murray St & Greenwich St",40.7148515052625,-74.0112233161926,320,"Leonard St & Church St",40.717571,-74.005549,46712,"Subscriber",1976,2
999,"2020-12-06 14:32:47.3150","2020-12-06 14:49:27.0550",3152,"3 Ave & E 71 St",40.76873687,-73.96119945,3288,"E 88 St & 1 Ave",40.778301,-73.9488134,42537,"Customer",1969,0
902,"2020-12-30 14:00:51.6990","2020-12-30 14:15:53.7020",457,"Broadway & W 58 St",40.76695317,-73.98169333,3147,"E 85 St & 3 Ave",40.77801203,-73.95407149,47850,"Subscriber",1963,1
2937,"2020-12-13 15:41:34.3050","2020-12-13 16:30:32.2830",514,"12 Ave & W 40 St",40.76087502,-74.00277668,4232,"6 Ave & W 45 St",40.756951,-73.982631,45578,"Subscriber",1991,1
649,"2020-12-31 20:11:15.4200","2020-12-31 20:22:05.3600",505,"6 Ave & W 33 St",40.74901271,-73.98848395,470,"W 20 St & 8 Ave",40.74345335,-74.00004031,46909,"Subscriber",1963,1
1036,"2020-12-01 11:44:47.5640","2020-12-01 12:02:04.1380",500,"Broadway & W 51 St",40.76228826,-73.98336183,3362,"Madison Ave & E 82 St",40.7781314,-73.96069399,45164,"Subscriber",1990,2
17490,"2020-12-13 13:19:53.1350","2020-12-13 18:11:23.2330",3617,"28 Ave & 35 St",40.7671,-73.9169858,3453,"Devoe St & Lorimer St",40.7133522622288,-73.9491033554077,45994,"Customer",1975,2
671,"2020-12-14 19:51:58.6330","2020-12-14 20:03:09.8580",3172,"W 74 St & Columbus Ave",40.7785669,-73.97754961,3293,"W 92 St & Broadway",40.7921,-73.9739,34347,"Subscriber",1958,2
2169,"2020-12-27 10:42:18.4860","2020-12-27 11:18:27.9340",450,"W 49 St & 8 Ave",40.76227205,-73.98788205,4122,"Central Park W & W 97 St",40.7924951949511,-73.9641706646307,48193,"Customer",1997,2
329,"2020-12-24 08:16:08.0800","2020-12-24 08:21:37.5180",3894,"8 Ave & W 16 St",40.740983,-74.001702,3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,49271,"Subscriber",1964,1
749,"2020-12-11 19:36:23.5220","2020-12-11 19:48:53.3950",3668,"Leonard St & Nassau Ave",40.7239567849954,-73.9498436450958,3714,"Division Ave & Hooper St",40.7068420310133,-73.9544353965357,28121,"Customer",1991,1
2111,"2020-12-22 15:25:19.9920","2020-12-22 16:00:31.9200",3686,"Gansevoort St & Hudson St",40.739448201304,-74.0050703287125,3368,"5 Ave & 3 St",40.6728155,-73.98352355,44264,"Subscriber",1987,1
371,"2020-12-02 09:58:27.2380","2020-12-02 10:04:38.4290",3077,"Stagg St & Union Ave",40.70877084,-73.95095259,3086,"Graham Ave & Conselyea St",40.715143,-73.944507,15015,"Subscriber",1978,2
320,"2020-12-07 08:22:06.5920","2020-12-07 08:27:27.2010",358,"Christopher St & Greenwich St",40.73291553,-74.00711384,3472,"W 15 St & 10 Ave",40.742753828659,-74.0074735879898,33803,"Subscriber",1981,1
191,"2020-12-22 01:52:16.1160","2020-12-22 01:55:28.1090",503,"E 20 St & Park Ave",40.73827428,-73.98751968,545,"E 23 St & 1 Ave",40.736502,-73.97809472,48445,"Subscriber",1993,1
482,"2020-12-28 15:00:56.8490","2020-12-28 15:08:59.4130",3687,"E 33 St & 1 Ave",40.7432268143217,-73.9744978398085,3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,36067,"Subscriber",1966,1
4866,"2020-12-08 18:59:33.6320","2020-12-08 20:20:40.6070",517,"Pershing Square South",40.751581,-73.97791,173,"Broadway & W 49 St",40.7606832709659,-73.9845272898674,36196,"Customer",1993,1
293,"2020-12-08 05:54:55.3790","2020-12-08 05:59:49.2750",435,"W 21 St & 6 Ave",40.74173969,-73.99415556,3812,"University Pl & E 14 St",40.734814,-73.992085,45721,"Subscriber",1994,2
462,"2020-12-30 14:34:31.7700","2020-12-30 14:42:13.8960",3304,"6 Ave & 9 St",40.668127,-73.98377641,3423,"West Drive & Prospect Park West",40.6610633719006,-73.9794525504112,33551,"Subscriber",1989,2
1949,"2020-12-14 19:26:47.6250","2020-12-14 19:59:17.4030",4068,"Fort Washington Ave & W 183 St",40.852252,-73.937854,3498,"Pleasant Ave & E 120 St",40.7974772,-73.9311847,32433,"Subscriber",1978,1
175,"2020-12-25 20:03:57.2740","2020-12-25 20:06:53.1270",507,"E 25 St & 2 Ave",40.73912601,-73.97973776,3687,"E 33 St & 1 Ave",40.7432268143217,-73.9744978398085,43188,"Subscriber",1994,1
1680,"2020-12-13 13:45:50.0590","2020-12-13 14:13:50.2280",312,"Allen St & Stanton St",40.722055,-73.989111,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,43667,"Customer",1969,0
1933,"2020-12-16 13:38:47.0820","2020-12-16 14:11:00.7010",3799,"6 Ave & W 34 St",40.74964,-73.98805,151,"Cleveland Pl & Spring St",40.722103786686,-73.997249007225,36560,"Subscriber",2002,1
302,"2020-12-11 16:15:52.8940","2020-12-11 16:20:55.1710",3390,"E 109 St & 3 Ave",40.79329668,-73.9432083,3379,"E 103 St & Lexington Ave",40.7903051,-73.94755757,33069,"Subscriber",1992,2
1020,"2020-12-03 09:51:10.7600","2020-12-03 10:08:11.7020",3374,"Central Park North & Adam Clayton Powell Blvd",40.799484,-73.955613,3134,"3 Ave & E 62 St",40.76312584,-73.96526895,47796,"Subscriber",1980,1
587,"2020-12-12 15:52:18.5690","2020-12-12 16:02:06.3660",3289,"W 90 St & Amsterdam Ave",40.7901794809508,-73.9728891849518,3290,"E 89 St & York Ave",40.7779453,-73.946041,36964,"Subscriber",1994,2
424,"2020-12-02 19:00:08.9470","2020-12-02 19:07:13.6790",3737,"Stanton St & Norfolk St",40.720747,-73.986274,326,"E 11 St & 1 Ave",40.72953837,-73.98426726,36445,"Subscriber",1987,1
1140,"2020-12-13 11:57:15.0210","2020-12-13 12:16:15.2140",281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,48171,"Subscriber",1987,2
988,"2020-12-14 10:48:46.6240","2020-12-14 11:05:14.9740",250,"Lafayette St & Jersey St",40.72456089,-73.99565293,2002,"Wythe Ave & Metropolitan Ave",40.716887,-73.963198,37058,"Customer",1991,2
839,"2020-12-07 10:57:21.9450","2020-12-07 11:11:21.4480",480,"W 53 St & 10 Ave",40.76669671,-73.99061728,3814,"E 56 St & Madison Ave",40.761573,-73.972628,47937,"Customer",1987,1
1555,"2020-12-12 21:40:10.3350","2020-12-12 22:06:05.3920",249,"Harrison St & Hudson St",40.71870987,-74.0090009,504,"1 Ave & E 16 St",40.73221853,-73.98165557,41242,"Subscriber",1988,1
915,"2020-12-22 19:33:24.4160","2020-12-22 19:48:40.1250",285,"Broadway & E 14 St",40.73454567,-73.99074142,319,"Fulton St & Broadway",40.711066,-74.009447,29819,"Subscriber",1983,1
1017,"2020-12-11 17:29:14.1100","2020-12-11 17:46:11.4290",3163,"Central Park West & W 68 St",40.7734066,-73.97782542,468,"Broadway & W 56 St",40.7652654,-73.98192338,25329,"Subscriber",1954,2
1726,"2020-12-02 07:59:52.7770","2020-12-02 08:28:39.6300",3396,"Clinton St & 4 Place",40.6783563,-74.00014502,3263,"Cooper Square & Astor Pl",40.7295149622495,-73.990752696991,38871,"Subscriber",1976,1
325,"2020-12-07 11:30:41.0010","2020-12-07 11:36:06.1900",401,"Allen St & Rivington St",40.72019576,-73.98997825,408,"Market St & Cherry St",40.71076228,-73.99400398,43397,"Subscriber",1989,1
670,"2020-12-11 18:54:08.0500","2020-12-11 19:05:18.3020",3141,"1 Ave & E 68 St",40.76500525,-73.95818491,2017,"E 43 St & 2 Ave",40.75022392,-73.97121414,42010,"Subscriber",1990,1
679,"2020-12-28 11:30:09.9350","2020-12-28 11:41:29.9320",3518,"Lenox Ave & W 126 St",40.808442,-73.9452087,3521,"Lenox Ave & W 111 St",40.7987859,-73.9523,31486,"Subscriber",1983,1
373,"2020-12-24 11:02:07.5940","2020-12-24 11:08:21.1380",537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,3709,"W 15 St & 6 Ave",40.7380461424828,-73.996429592371,47810,"Subscriber",1990,1
1567,"2020-12-11 08:28:29.1410","2020-12-11 08:54:36.2790",331,"Pike St & Monroe St",40.71173107,-73.99193043,472,"E 32 St & Park Ave",40.7457121,-73.98194829,39475,"Subscriber",1966,1
2657,"2020-12-02 17:20:23.0110","2020-12-02 18:04:40.3710",3065,"Union Ave & Wallabout St",40.70029511,-73.95032283,3404,"7 St & 5 Ave",40.6704922,-73.98541675,37050,"Subscriber",1998,2
464,"2020-12-10 23:40:56.1390","2020-12-10 23:48:40.8770",3486,"Schermerhorn St & Bond St",40.6884174275408,-73.9845165610313,157,"Henry St & Atlantic Ave",40.69089272,-73.99612349,31894,"Subscriber",1990,2
833,"2020-12-06 13:30:06.0260","2020-12-06 13:43:59.5210",319,"Fulton St & Broadway",40.711066,-74.009447,251,"Mott St & Prince St",40.72317958,-73.99480012,45691,"Subscriber",1993,2
609,"2020-12-23 17:35:07.0360","2020-12-23 17:45:16.6000",3367,"5 Ave & E 103 St",40.7922553,-73.95249933,3289,"W 90 St & Amsterdam Ave",40.7901794809508,-73.9728891849518,37272,"Subscriber",1987,1
1437,"2020-12-21 11:29:34.7150","2020-12-21 11:53:32.4080",530,"11 Ave & W 59 St",40.7714967105444,-73.9904603362083,3658,"W 18 St & 9 Ave",40.7435337324616,-74.0036755800247,41645,"Subscriber",1992,1
719,"2020-12-31 16:02:43.8570","2020-12-31 16:14:43.4250",3798,"W 40 St & 5 Ave",40.752269,-73.982079,515,"W 43 St & 10 Ave",40.76009437,-73.99461843,39868,"Subscriber",1998,1
187,"2020-12-03 11:21:40.5140","2020-12-03 11:24:47.5590",389,"Broadway & Berry St",40.71044554,-73.96525063,282,"Kent Ave & S 11 St",40.7076449441757,-73.9684152603149,44177,"Subscriber",1975,1
1389,"2020-12-03 18:11:23.6280","2020-12-03 18:34:33.2450",4122,"Central Park W & W 97 St",40.7924951949511,-73.9641706646307,3132,"E 59 St & Madison Ave",40.76350532,-73.97109243,47915,"Subscriber",1988,2
642,"2020-12-07 10:09:58.3690","2020-12-07 10:20:40.6990",295,"Pike St & E Broadway",40.71406667,-73.99293911,412,"Forsyth St & Canal St",40.7158155,-73.99422366,27769,"Subscriber",1994,2
648,"2020-12-08 14:02:03.1110","2020-12-08 14:12:51.5900",515,"W 43 St & 10 Ave",40.76009437,-73.99461843,379,"W 31 St & 7 Ave",40.749156,-73.9916,44536,"Subscriber",1978,2
1946,"2020-12-19 19:07:40.3810","2020-12-19 19:40:07.2970",403,"E 2 St & 2 Ave",40.72502876,-73.99069656,3085,"Roebling St & N 4 St",40.71469,-73.95739,35948,"Subscriber",1990,2
616,"2020-12-30 16:07:27.8470","2020-12-30 16:17:43.9520",350,"Clinton St & Grand St",40.71559509,-73.9870295,259,"South St & Whitehall St",40.70122128,-74.01234218,29047,"Subscriber",1979,1
323,"2020-12-21 09:16:48.5670","2020-12-21 09:22:11.7320",509,"9 Ave & W 22 St",40.7454973,-74.00197139,496,"E 16 St & 5 Ave",40.73726186,-73.99238967,36542,"Subscriber",1978,1
1528,"2020-12-25 16:34:32.9950","2020-12-25 17:00:01.5960",3607,"31 Ave & 14 St",40.7682,-73.9322662,3129,"Queens Plaza North & Crescent St",40.75110165,-73.94073717,42142,"Subscriber",1979,1
681,"2020-12-12 15:48:20.6410","2020-12-12 15:59:42.5740",3542,"Amsterdam Ave & W 119 St",40.8086249,-73.9596214,3301,"Columbus Ave & W 95 St",40.7919557,-73.968087,44384,"Subscriber",1957,1
267,"2020-12-30 12:51:52.7760","2020-12-30 12:56:20.0080",3786,"Division St & Bowery",40.714193,-73.996732,3435,"Grand St & Elizabeth St",40.718822,-73.99596,48028,"Subscriber",1974,2
691,"2020-12-27 13:40:29.7900","2020-12-27 13:52:01.6760",494,"W 26 St & 8 Ave",40.74734825,-73.99723551,223,"W 13 St & 7 Ave",40.73781509,-73.99994661,46516,"Customer",1969,0
233,"2020-12-29 20:54:17.3380","2020-12-29 20:58:10.8620",509,"9 Ave & W 22 St",40.7454973,-74.00197139,489,"10 Ave & W 28 St",40.75066386,-74.00176802,36180,"Subscriber",1989,1
189,"2020-12-30 11:53:50.9970","2020-12-30 11:57:00.7770",4120,"E 39 St & Lexington Ave",40.7494985460252,-73.9772920311316,3687,"E 33 St & 1 Ave",40.7432268143217,-73.9744978398085,47756,"Subscriber",1987,1
825,"2020-12-05 18:20:15.8320","2020-12-05 18:34:01.2030",267,"Broadway & W 36 St",40.75097711,-73.98765428,480,"W 53 St & 10 Ave",40.76669671,-73.99061728,42359,"Subscriber",1972,2
887,"2020-12-07 10:30:05.4770","2020-12-07 10:44:53.1280",278,"Concord St & Bridge St",40.69766564,-73.98476437,3786,"Division St & Bowery",40.714193,-73.996732,41127,"Subscriber",1955,1
1728,"2020-12-22 13:31:02.0390","2020-12-22 13:59:50.3060",3163,"Central Park West & W 68 St",40.7734066,-73.97782542,3467,"W Broadway & Spring St",40.7249467235942,-74.0016585588455,27791,"Subscriber",1987,1
897,"2020-12-15 18:48:47.7280","2020-12-15 19:03:44.7800",3697,"W 64 St & Thelonious Monk Circle",40.7751595343424,-73.9891869574785,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,49009,"Subscriber",1965,1
481,"2020-12-10 12:19:17.5320","2020-12-10 12:27:18.8660",482,"W 15 St & 7 Ave",40.73935542,-73.99931783,379,"W 31 St & 7 Ave",40.749156,-73.9916,46098,"Subscriber",1981,1
1898,"2020-12-29 15:59:21.4190","2020-12-29 16:31:00.1980",2012,"E 27 St & 1 Ave",40.739445,-73.976806,3755,"DeKalb Ave & Franklin Ave",40.6906480708294,-73.9574617892504,35768,"Subscriber",1987,2
1163,"2020-12-28 12:09:42.2590","2020-12-28 12:29:05.5180",2012,"E 27 St & 1 Ave",40.739445,-73.976806,4040,"Madison Ave & E 26 St",40.7426847348757,-73.9867132902145,40180,"Subscriber",1997,1
409,"2020-12-24 17:51:09.8760","2020-12-24 17:57:59.2960",4023,"Adam Clayton Powell Blvd & W 141 St",40.819241,-73.941057,4027,"St. Nicholas Ave & W 155 St",40.830663,-73.941323,36023,"Subscriber",1990,1
939,"2020-12-28 07:08:02.1990","2020-12-28 07:23:42.1530",3141,"1 Ave & E 68 St",40.76500525,-73.95818491,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,34858,"Subscriber",1994,2
1440,"2020-12-13 22:07:50.2010","2020-12-13 22:31:50.9970",173,"Broadway & W 49 St",40.7606832709659,-73.9845272898674,311,"Norfolk St & Broome St",40.7172274,-73.98802084,35770,"Customer",1992,1
713,"2020-12-23 23:51:08.6950","2020-12-24 00:03:02.4480",3553,"Frederick Douglass Blvd & W 112 St",40.801694,-73.957145,3967,"W 146 St & Broadway",40.826969,-73.949738,48810,"Subscriber",1997,1
1018,"2020-12-01 17:18:35.2110","2020-12-01 17:35:33.5840",4058,"Madison Av & E 51 St",40.75863,-73.97513,3372,"E 74 St & 1 Ave",40.7689738,-73.95482273,35881,"Subscriber",1965,1
411,"2020-12-01 08:51:47.1820","2020-12-01 08:58:38.6200",3412,"Pacific St & Nevins St",40.6853761,-73.98302136,3399,"7 St & 3 Ave",40.6726029815013,-73.9898300170898,35688,"Subscriber",1980,1
900,"2020-12-29 08:29:45.7540","2020-12-29 08:44:46.2680",513,"W 56 St & 10 Ave",40.768254,-73.988639,536,"1 Ave & E 30 St",40.74144387,-73.97536082,49566,"Subscriber",1982,1
172,"2020-12-11 05:40:04.0340","2020-12-11 05:42:56.1160",3898,"E 63 St & 3 Ave",40.763954,-73.9646,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,36859,"Subscriber",1966,1
451,"2020-12-09 18:25:01.8460","2020-12-09 18:32:33.2960",496,"E 16 St & 5 Ave",40.73726186,-73.99238967,3711,"E 13 St & Avenue A",40.7296672939298,-73.9806796610355,46885,"Subscriber",1994,2
998,"2020-12-11 00:10:31.6850","2020-12-11 00:27:09.8900",151,"Cleveland Pl & Spring St",40.722103786686,-73.997249007225,258,"DeKalb Ave & Vanderbilt Ave",40.68940747,-73.96885458,47948,"Customer",1969,0
473,"2020-12-04 13:39:38.0620","2020-12-04 13:47:31.7200",3542,"Amsterdam Ave & W 119 St",40.8086249,-73.9596214,3945,"Amsterdam Ave & W 136 St",40.819746,-73.951819,49529,"Customer",1969,0
460,"2020-12-13 11:51:40.9520","2020-12-13 11:59:21.4680",3140,"1 Ave & E 78 St",40.77140426,-73.9535166,3305,"E 91 St & 2 Ave",40.7811222993417,-73.9496558904648,30096,"Subscriber",1995,2
1828,"2020-12-04 18:19:41.5890","2020-12-04 18:50:10.4820",3113,"Greenpoint Ave & Manhattan Ave",40.73026,-73.95394,3897,"Onderdonk Ave & Dekalb Ave",40.70863,-73.91497,48210,"Subscriber",1985,2
922,"2020-12-14 17:26:49.2270","2020-12-14 17:42:11.3800",3654,"31 St & Northern Blvd",40.7518695142187,-73.933492898941,3654,"31 St & Northern Blvd",40.7518695142187,-73.933492898941,44454,"Subscriber",1977,1
1388,"2020-12-30 16:25:09.3620","2020-12-30 16:48:17.8040",3724,"7 Ave & Central Park South",40.7667405590595,-73.9790689945221,3143,"5 Ave & E 78 St",40.7763214218227,-73.9642739295959,43451,"Customer",1969,0
386,"2020-12-10 14:04:22.8840","2020-12-10 14:10:49.0400",474,"5 Ave & E 29 St",40.7451677,-73.98683077,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,37318,"Subscriber",1980,1
1849,"2020-12-03 17:00:44.1600","2020-12-03 17:31:34.1310",3384,"Smith St & 3 St",40.6787242,-73.99599099,3381,"3 St & Hoyt St",40.6777287,-73.99364123,43460,"Subscriber",1987,1
653,"2020-12-11 15:23:42.5330","2020-12-11 15:34:36.3820",4168,"Mount Eden Pkwy & Eastburn Ave",40.842675,-73.908544,4168,"Mount Eden Pkwy & Eastburn Ave",40.842675,-73.908544,29345,"Subscriber",1982,2
252,"2020-12-28 15:34:46.3010","2020-12-28 15:38:59.0770",151,"Cleveland Pl & Spring St",40.722103786686,-73.997249007225,355,"Bayard St & Baxter St",40.71602118,-73.99974372,40711,"Subscriber",1991,2
768,"2020-12-10 17:03:37.0590","2020-12-10 17:16:25.2730",312,"Allen St & Stanton St",40.722055,-73.989111,3082,"Hope St & Union Ave",40.71167351,-73.95141312,37648,"Customer",1993,1
