"tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender"
248,"2020-12-22 00:44:17.1100","2020-12-22 00:48:26.0040",391,"Clark St & Henry St",40.69760127,-73.99344559,217,"Old Fulton St",40.70277159,-73.99383605,41990,"Subscriber",1966,1
1532,"2020-12-12 18:51:59.6320","2020-12-12 19:17:31.7870",368,"Carmine St & 6 Ave",40.73038599,-74.00214988,438,"St Marks Pl & 1 Ave",40.72779126,-73.98564945,28256,"Customer",1969,0
808,"2020-12-08 07:10:34.5360","2020-12-08 07:24:03.1790",426,"West St & Chambers St",40.71754834,-74.01322069,3735,"W 30 St & 10 Ave",40.752694,-74.002353,48258,"Subscriber",1984,1
499,"2020-12-15 14:06:13.5820","2020-12-15 14:14:32.8030",284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,474,"5 Ave & E 29 St",40.7451677,-73.98683077,49733,"Subscriber",1963,1
1518,"2020-12-22 16:54:40.9970","2020-12-22 17:19:59.0540",3785,"W 42 St & 6 Ave",40.75492,-73.98455,3799,"6 Ave & W 34 St",40.74964,-73.98805,46543,"Subscriber",1975,2
1734,"2020-12-01 19:42:59.0710","2020-12-01 20:11:53.7040",4120,"E 39 St & Lexington Ave",40.7494985460252,-73.9772920311316,3351,"E 102 St & 1 Ave",40.7869946,-73.94164802,47987,"Customer",1990,2
358,"2020-12-02 18:30:29.1320","2020-12-02 18:36:27.1900",3697,"W 64 St & Thelonious Monk Circle",40.7751595343424,-73.9891869574785,4043,"W 78 St & Amsterdam Ave",40.7825358577241,-73.9790850877762,43256,"Subscriber",2001,1
251,"2020-12-14 06:38:04.4720","2020-12-14 06:42:16.0950",545,"E 23 St & 1 Ave",40.736502,-73.97809472,237,"E 11 St & 2 Ave",40.73047309,-73.98672378,37603,"Subscriber",1987,1
1461,"2020-12-22 18:54:24.1690","2020-12-22 19:18:45.7770",3497,"Pleasant Ave & E 116 St",40.7949879,-73.9333349,3351,"E 102 St & 1 Ave",40.7869946,-73.94164802,29415,"Subscriber",1974,2
247,"2020-12-30 15:42:04.0180","2020-12-30 15:46:11.0290",453,"W 22 St & 8 Ave",40.74475148,-73.99915362,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,44477,"Customer",1969,0
644,"2020-12-01 11:49:53.9910","2020-12-01 12:00:38.3130",456,"E 53 St & Madison Ave",40.7597108,-73.97402311,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,49453,"Subscriber",1966,1
320,"2020-12-29 08:19:28.4260","2020-12-29 08:24:49.3680",4120,"E 39 St & Lexington Ave",40.7494985460252,-73.9772920311316,3680,"E 43 St & 5 Ave",40.7541208107793,-73.9802518486977,49765,"Subscriber",1984,1
641,"2020-12-03 19:12:16.1580","2020-12-03 19:22:58.1490",519,"Pershing Square North",40.751873,-73.977706,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,49489,"Customer",1996,1
503,"2020-12-16 10:29:08.7450","2020-12-16 10:37:32.2190",309,"Murray St & West St",40.7149787,-74.013012,307,"Canal St & Rutgers St",40.71427487,-73.98990025,36599,"Customer",1969,0
271,"2020-12-03 09:24:22.5790","2020-12-03 09:28:54.1210",3077,"Stagg St & Union Ave",40.70877084,-73.95095259,3070,"McKibbin St & Manhattan Ave",40.70510918,-73.94407279,48937,"Customer",1991,1
322,"2020-12-13 14:17:27.3310","2020-12-13 14:22:49.7450",3709,"W 15 St & 6 Ave",40.7380461424828,-73.996429592371,486,"Broadway & W 29 St",40.7462009,-73.98855723,28958,"Subscriber",1994,1
164,"2020-12-24 09:26:41.1520","2020-12-24 09:29:25.7470",2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,3236,"W 42 St & Dyer Ave",40.7589848139963,-73.9937996864319,27915,"Subscriber",1957,2
170,"2020-12-01 12:21:08.7510","2020-12-01 12:23:59.2960",415,"Pearl St & Hanover Square",40.7047177,-74.00926027,3783,"Cliff St & Fulton St",40.70838,-74.00495,45570,"Subscriber",1986,1
1817,"2020-12-28 11:06:40.1720","2020-12-28 11:36:57.5150",4056,"Broadway & W 165 St",40.839137,-73.941409,499,"Broadway & W 60 St",40.76915505,-73.98191841,37695,"Subscriber",1977,2
263,"2020-12-21 13:59:22.5830","2020-12-21 14:03:45.8540",3170,"W 84 St & Columbus Ave",40.78499979,-73.97283406,3177,"W 84 St & Broadway",40.7867947,-73.977112,39216,"Subscriber",1964,1
1324,"2020-12-15 17:10:58.6950","2020-12-15 17:33:03.0070",435,"W 21 St & 6 Ave",40.74173969,-73.99415556,478,"11 Ave & W 41 St",40.76030096,-73.99884222,30698,"Customer",1990,2
498,"2020-12-16 11:27:10.1240","2020-12-16 11:35:28.8310",509,"9 Ave & W 22 St",40.7454973,-74.00197139,497,"E 17 St & Broadway",40.73704984,-73.99009296,49198,"Subscriber",1978,2
73,"2020-12-07 21:27:06.3040","2020-12-07 21:28:19.8310",3305,"E 91 St & 2 Ave",40.7811222993417,-73.9496558904648,3296,"E 93 St & 2 Ave",40.7824541752799,-73.9489196240902,40377,"Subscriber",1953,1
267,"2020-12-11 20:34:59.7620","2020-12-11 20:39:27.4730",3263,"Cooper Square & Astor Pl",40.7295149622495,-73.990752696991,161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,32155,"Subscriber",1997,1
732,"2020-12-06 14:28:28.7360","2020-12-06 14:40:41.4090",509,"9 Ave & W 22 St",40.7454973,-74.00197139,514,"12 Ave & W 40 St",40.76087502,-74.00277668,33771,"Subscriber",1971,1
201,"2020-12-11 22:18:31.4670","2020-12-11 22:21:53.0090",228,"E 48 St & 3 Ave",40.7546011026,-73.971878855,519,"Pershing Square North",40.751873,-73.977706,35375,"Subscriber",1975,1
671,"2020-12-23 13:04:55.1940","2020-12-23 13:16:06.5570",528,"2 Ave & E 31 St",40.74290902,-73.97706058,442,"W 27 St & 7 Ave",40.746647,-73.993915,32228,"Subscriber",1955,1
1479,"2020-12-08 19:38:47.8190","2020-12-08 20:03:27.6880",4056,"Broadway & W 165 St",40.839137,-73.941409,3289,"W 90 St & Amsterdam Ave",40.7901794809508,-73.9728891849518,49597,"Subscriber",1987,2
5455,"2020-12-05 14:54:05.9950","2020-12-05 16:25:01.1180",457,"Broadway & W 58 St",40.76695317,-73.98169333,173,"Broadway & W 49 St",40.7606832709659,-73.9845272898674,47622,"Customer",1969,0
1419,"2020-12-11 08:29:25.2280","2020-12-11 08:53:04.6670",501,"FDR Drive & E 35 St",40.744219,-73.97121214,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,25662,"Customer",1982,2
446,"2020-12-04 18:18:20.2250","2020-12-04 18:25:46.3740",522,"E 51 St & Lexington Ave",40.75714758,-73.97207836,474,"5 Ave & E 29 St",40.7451677,-73.98683077,34775,"Subscriber",1988,1
152,"2020-12-25 10:29:06.4440","2020-12-25 10:31:39.3430",3783,"Cliff St & Fulton St",40.70838,-74.00495,360,"William St & Pine St",40.70717936,-74.00887308,33815,"Subscriber",1975,1
420,"2020-12-05 13:33:03.1320","2020-12-05 13:40:03.7260",268,"Howard St & Centre St",40.71910537,-73.99973337,248,"Laight St & Hudson St",40.72185379,-74.00771779,49973,"Subscriber",1976,1
1200,"2020-12-20 19:29:27.6160","2020-12-20 19:49:27.9800",284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,257,"Lispenard St & Broadway",40.71939226,-74.00247214,48338,"Customer",1969,0
989,"2020-12-25 14:25:03.5480","2020-12-25 14:41:33.2440",4117,"Sullivan Pl & Franklin Ave",40.6640798367816,-73.9602512866668,3384,"Smith St & 3 St",40.6787242,-73.99599099,49776,"Subscriber",1984,2
345,"2020-12-15 10:34:03.3740","2020-12-15 10:39:48.4370",3358,"Garfield Pl & 8 Ave",40.6711978,-73.97484126,3373,"3 St & 3 Ave",40.6750705,-73.98775226,29430,"Subscriber",1990,0
396,"2020-12-07 08:54:48.0610","2020-12-07 09:01:24.5530",83,"Atlantic Ave & Fort Greene Pl",40.68382604,-73.97632328,310,"State St & Smith St",40.68926942,-73.98912867,42394,"Subscriber",1990,1
635,"2020-12-15 09:57:20.9830","2020-12-15 10:07:56.6330",3461,"Murray St & Greenwich St",40.7148515052625,-74.0112233161926,405,"Washington St & Gansevoort St",40.739323,-74.008119,48298,"Subscriber",1986,0
905,"2020-12-15 07:13:17.6950","2020-12-15 07:28:23.3820",325,"E 19 St & 3 Ave",40.73624527,-73.98473765,3664,"North Moore St & Greenwich St",40.7201952143746,-74.0103006362915,34354,"Subscriber",1984,1
488,"2020-12-28 17:39:55.0810","2020-12-28 17:48:03.8410",3641,"Broadway & W 25 St",40.7428687731211,-73.9891862869263,448,"W 37 St & 10 Ave",40.75660359,-73.9979009,37263,"Subscriber",1992,1
1788,"2020-12-19 21:47:19.9070","2020-12-19 22:17:07.9750",4016,"Adam Clayton Powell Blvd & W 130 St",40.812346,-73.946168,3999,"Adam Clayton Powell Blvd & W 138 St",40.8169597103246,-73.9422959089279,35541,"Subscriber",1965,1
1099,"2020-12-04 10:01:44.7760","2020-12-04 10:20:04.2360",3306,"10 St & 7 Ave",40.6662078,-73.98199886,242,"Carlton Ave & Flushing Ave",40.697787,-73.973736,45156,"Subscriber",1977,1
469,"2020-12-29 09:05:26.7920","2020-12-29 09:13:15.9950",390,"Duffield St & Willoughby St",40.69221589,-73.9842844,3384,"Smith St & 3 St",40.6787242,-73.99599099,49816,"Subscriber",1975,1
849,"2020-12-11 14:55:24.8840","2020-12-11 15:09:34.3180",3686,"Gansevoort St & Hudson St",40.739448201304,-74.0050703287125,3707,"Lexington Ave & E 26 St",40.741459,-73.983293,39712,"Subscriber",1975,1
934,"2020-12-07 09:21:16.9530","2020-12-07 09:36:51.8470",3163,"Central Park West & W 68 St",40.7734066,-73.97782542,4044,"8 Ave & W 38 St",40.75461,-73.99177,42693,"Subscriber",1976,1
624,"2020-12-09 16:17:08.4830","2020-12-09 16:27:32.5620",466,"W 25 St & 6 Ave",40.74395411,-73.99144871,3812,"University Pl & E 14 St",40.734814,-73.992085,47643,"Customer",1993,1
645,"2020-12-10 10:50:01.8040","2020-12-10 11:00:47.4640",3760,"Willoughby Ave & Wyckoff Ave",40.705614,-73.92153,3758,"George St & Wilson Ave",40.702997,-73.92997,49979,"Subscriber",1986,1
177,"2020-12-20 20:58:57.3400","2020-12-20 21:01:54.4280",379,"W 31 St & 7 Ave",40.749156,-73.9916,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,48668,"Subscriber",1965,0
1232,"2020-12-04 11:37:15.6200","2020-12-04 11:57:47.6240",3260,"Mercer St & Bleecker St",40.7270636334831,-73.9966213703155,330,"Reade St & Broadway",40.71450451,-74.00562789,49086,"Subscriber",1976,1
297,"2020-12-06 15:25:20.8060","2020-12-06 15:30:18.0730",462,"W 22 St & 10 Ave",40.74691959,-74.00451887,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,26607,"Subscriber",1993,1
1304,"2020-12-01 18:15:03.6050","2020-12-01 18:36:47.8970",311,"Norfolk St & Broome St",40.7172274,-73.98802084,501,"FDR Drive & E 35 St",40.744219,-73.97121214,46101,"Subscriber",1995,2
684,"2020-12-16 07:38:11.9370","2020-12-16 07:49:36.6220",501,"FDR Drive & E 35 St",40.744219,-73.97121214,4110,"Avenue D & E 10 St",40.7250655101547,-73.9751583337784,28576,"Subscriber",1992,2
448,"2020-12-11 19:53:17.4750","2020-12-11 20:00:46.1190",3950,"Brook Ave & E 141 St",40.809619,-73.917875,4006,"E 147 St & Bergen Ave",40.814673,-73.91839,47631,"Subscriber",2001,1
856,"2020-12-30 14:40:42.2420","2020-12-30 14:54:58.5270",3106,"Driggs Ave & N Henry St",40.72325,-73.94308,3668,"Leonard St & Nassau Ave",40.7239567849954,-73.9498436450958,36871,"Customer",1969,0
72,"2020-12-24 08:40:05.7320","2020-12-24 08:41:17.9060",3799,"6 Ave & W 34 St",40.74964,-73.98805,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,24844,"Subscriber",1964,0
574,"2020-12-04 07:21:27.1500","2020-12-04 07:31:01.9370",3607,"31 Ave & 14 St",40.7682,-73.9322662,3616,"Steinway St & 28 Ave",40.7656251,-73.9136695,30430,"Subscriber",1993,1
344,"2020-12-06 11:33:21.3580","2020-12-06 11:39:05.7300",3913,"Sands St Gate",40.699569,-73.979827,3648,"Flushing Ave & Vanderbilt Ave",40.6979503156954,-73.970775604248,46798,"Subscriber",1955,1
518,"2020-12-16 11:36:42.4260","2020-12-16 11:45:20.4650",540,"Lexington Ave & E 29 St",40.7431155537649,-73.9821535348892,3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,45745,"Subscriber",1969,1
818,"2020-12-15 09:10:32.1470","2020-12-15 09:24:10.5090",405,"Washington St & Gansevoort St",40.739323,-74.008119,3798,"W 40 St & 5 Ave",40.752269,-73.982079,48302,"Subscriber",1953,1
1053,"2020-12-13 11:18:29.6020","2020-12-13 11:36:03.5870",3880,"Willoughby Ave & Onderdonk Ave",40.7098,-73.91727,3093,"N 6 St & Bedford Ave",40.71745169,-73.95850939,48033,"Subscriber",1959,1
263,"2020-12-13 00:21:04.1930","2020-12-13 00:25:27.8300",3166,"Riverside Dr & W 72 St",40.7805779901033,-73.9856243133545,3178,"Riverside Dr & W 78 St",40.78414472,-73.98362492,36788,"Customer",1969,0
938,"2020-12-21 21:56:56.7450","2020-12-21 22:12:34.9350",3798,"W 40 St & 5 Ave",40.752269,-73.982079,3135,"E 75 St & 3 Ave",40.77112927,-73.95772297,49085,"Subscriber",1974,1
1331,"2020-12-20 11:39:51.1450","2020-12-20 12:02:02.3680",3301,"Columbus Ave & W 95 St",40.7919557,-73.968087,469,"Broadway & W 53 St",40.76344058,-73.98268129,38072,"Subscriber",1970,1
883,"2020-12-06 18:37:22.5380","2020-12-06 18:52:06.3040",346,"Bank St & Hudson St",40.73652889,-74.00618026,151,"Cleveland Pl & Spring St",40.722103786686,-73.997249007225,36498,"Subscriber",1987,1
514,"2020-12-18 13:25:24.5930","2020-12-18 13:33:59.3370",3509,"Lenox Ave & W 115 St",40.8011939,-73.9500739,3497,"Pleasant Ave & E 116 St",40.7949879,-73.9333349,37662,"Subscriber",1982,2
159,"2020-12-29 07:39:36.8600","2020-12-29 07:42:16.1180",3115,"India St & Manhattan Ave",40.73232194,-73.9550858,3113,"Greenpoint Ave & Manhattan Ave",40.73026,-73.95394,47573,"Subscriber",1990,1
734,"2020-12-15 17:06:25.3890","2020-12-15 17:18:39.6340",484,"W 44 St & 5 Ave",40.75500254,-73.98014437,466,"W 25 St & 6 Ave",40.74395411,-73.99144871,46053,"Customer",1955,1
485,"2020-12-01 10:51:17.0010","2020-12-01 10:59:22.5890",3777,"Stockholm St & Wilson Ave",40.699304,-73.923044,3903,"Jefferson Ave & Evergreen Ave",40.68989,-73.91458,34676,"Customer",1969,0
1360,"2020-12-03 09:19:46.6860","2020-12-03 09:42:26.9480",326,"E 11 St & 1 Ave",40.72953837,-73.98426726,360,"William St & Pine St",40.70717936,-74.00887308,38466,"Subscriber",1996,1
260,"2020-12-01 19:54:26.9010","2020-12-01 19:58:47.5770",461,"E 20 St & 2 Ave",40.73587678,-73.98205027,432,"E 7 St & Avenue A",40.72621788,-73.98379855,35703,"Customer",1969,0
726,"2020-12-03 13:45:37.0530","2020-12-03 13:57:43.1270",325,"E 19 St & 3 Ave",40.73624527,-73.98473765,536,"1 Ave & E 30 St",40.74144387,-73.97536082,38072,"Subscriber",1979,1
550,"2020-12-11 13:38:30.6860","2020-12-11 13:47:41.5130",423,"W 54 St & 9 Ave",40.76584941,-73.98690506,3459,"E 53 St & 3 Ave",40.7576322773944,-73.9693057537079,47014,"Subscriber",1985,1
1683,"2020-12-03 08:51:17.2250","2020-12-03 09:19:20.3940",4050,"W 159 St & Edgecombe Ave",40.833303,-73.939326,4015,"W 155 St & Frederick Douglass Blvd",40.82923,-73.936996,29778,"Customer",1969,0
775,"2020-12-15 12:58:03.7110","2020-12-15 13:10:59.4230",3453,"Devoe St & Lorimer St",40.7133522622288,-73.9491033554077,3112,"Milton St & Franklin St",40.72906,-73.95779,46063,"Customer",1995,2
342,"2020-12-03 15:19:49.5260","2020-12-03 15:25:31.6890",174,"E 25 St & 1 Ave",40.7381765,-73.97738662,325,"E 19 St & 3 Ave",40.73624527,-73.98473765,41089,"Subscriber",1973,2
892,"2020-12-23 12:55:16.6230","2020-12-23 13:10:09.4330",3086,"Graham Ave & Conselyea St",40.715143,-73.944507,3117,"Franklin St & Dupont St",40.73564,-73.95866,48954,"Customer",1990,1
1260,"2020-12-16 12:27:28.9290","2020-12-16 12:48:29.1390",3016,"Kent Ave & N 7 St",40.7203677529846,-73.9616507291794,312,"Allen St & Stanton St",40.722055,-73.989111,39179,"Subscriber",1996,2
154,"2020-12-16 07:48:20.9310","2020-12-16 07:50:55.9050",3725,"2 Ave & E 72 St",40.7687620293096,-73.9584079384804,3156,"E 72 St & York Ave",40.76663814,-73.95348296,27528,"Subscriber",1983,2
2023,"2020-12-13 14:26:29.4670","2020-12-13 15:00:12.8100",3429,"Hanson Pl & Ashland Pl",40.6850680730818,-73.9779075980186,3389,"Carroll St & Columbia St",40.6830456,-74.00348559,27841,"Customer",1969,0
2650,"2020-12-15 08:11:40.8000","2020-12-15 08:55:51.1150",3086,"Graham Ave & Conselyea St",40.715143,-73.944507,4058,"Madison Av & E 51 St",40.75863,-73.97513,37010,"Subscriber",1986,1
