AGEP,SEX,WAGP,ESR,PERNP,PINCP,Major
51,Female,0,Employed,42000,42000,GENERAL EDUCATION
68,Male,0,Employed,250,74250,PSYCHOLOGY
23,Female,13000,UnEmployed,13000,13000,CRIMINOLOGY
27,Male,0,Employed,3000,3000,MECHANICAL ENGINEERING
37,Male,0,Employed,15000,15000,GENERAL ENGINEERING
71,Female,0,NotInLaborForce,0,35570,GEOGRAPHY
69,Male,0,Employed,35000,35000,ARCHITECTURE
46,Female,0,NotInLaborForce,0,0,GENERAL BUSINESS
38,Male,100000,Employed,100000,100000,CIVIL ENGINEERING
52,Male,90000,Employed,90000,92000,CONSTRUCTION SERVICES
59,Male,0,NotInLaborForce,0,48000,GENERAL BUSINESS
31,Female,0,NotInLaborForce,0,0,AREA ETHNIC AND CIVILIZATION STUDIES
47,Male,21700,Employed,21700,21700,COMPUTER SCIENCE
42,Female,16000,Employed,16000,16000,COMMUNICATIONS
65,Male,0,NotInLaborForce,0,186200,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
26,Female,40000,Employed,40000,40000,FINANCE
25,Male,15000,Employed,15000,22000,ENGINEERING MECHANICS PHYSICS AND SCIENCE
35,Female,62000,Employed,62000,62000,LIBERAL ARTS
57,Female,80000,Employed,80000,80000,GENERAL BUSINESS
37,Female,100000,Employed,100000,100000,ELECTRICAL ENGINEERING
46,Male,128000,Employed,128000,133000,CIVIL ENGINEERING
89,Male,0,NotInLaborForce,0,9900,THEOLOGY AND RELIGIOUS VOCATIONS
37,Female,45000,Employed,45000,45000,ENVIRONMENTAL SCIENCE
34,Female,131000,Employed,131000,132000,BUSINESS MANAGEMENT AND ADMINISTRATION
30,Male,0,Employed,2000,2000,FINANCE
27,Male,0,NotInLaborForce,0,0,PHILOSOPHY AND RELIGIOUS STUDIES
26,Female,12000,Employed,12000,12000,TREATMENT THERAPY PROFESSIONS
31,Female,86000,Employed,86000,86000,GENERAL BUSINESS
81,Male,250000,Employed,300000,340000,FINANCE
75,Male,0,NotInLaborForce,0,28100,OTHER FOREIGN LANGUAGES
58,Female,0,NotInLaborForce,0,74000,INFORMATION SCIENCES
51,Male,0,Employed,22000,22000,ENGLISH LANGUAGE AND LITERATURE
26,Female,35000,Employed,35000,35000,COMMUNICATIONS
72,Female,0,NotInLaborForce,0,17000,ELEMENTARY EDUCATION
70,Female,40000,Employed,40000,69300,HISTORY
56,Female,27300,Employed,27300,27300,ENGINEERING AND INDUSTRIAL MANAGEMENT
52,Male,53000,Employed,53000,53000,ELECTRICAL ENGINEERING
48,Female,0,Employed,25000,19600,ACCOUNTING
54,Male,84000,Employed,84000,84400,MISCELLANEOUS EDUCATION
46,Female,55000,Employed,55000,88204,SOCIOLOGY
53,Male,180000,Employed,180000,180000,FINANCE
53,Female,45000,Employed,45000,45000,MARKETING AND MARKETING RESEARCH
31,Male,22600,Employed,22600,22600,ECOLOGY
53,Male,110000,Employed,110000,110000,GEOGRAPHY
58,Female,504000,Employed,504000,504000,BUSINESS ECONOMICS
41,Male,100000,Employed,100000,100000,COMPUTER AND INFORMATION SYSTEMS
30,Male,7000,NotInLaborForce,7000,7000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
45,Male,122000,Employed,122000,122000,ECONOMICS
31,Male,0,Employed,25000,25200,ACCOUNTING
69,Male,0,NotInLaborForce,0,15600,CIVIL ENGINEERING
57,Male,504000,Employed,504000,534000,SOCIOLOGY
23,Female,0,NotInLaborForce,0,0,MICROBIOLOGY
22,Female,8500,Employed,8500,8500,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
27,Female,6000,Employed,6000,6000,GENERAL EDUCATION
29,Female,0,NotInLaborForce,0,0,NURSING
24,Male,12500,Employed,12500,12500,PHILOSOPHY AND RELIGIOUS STUDIES
23,Male,7000,Employed,7000,7000,COMPUTER SCIENCE
40,Male,100000,Employed,100000,100300,COMPUTER SCIENCE
57,Female,165000,Employed,165000,165000,MARKETING AND MARKETING RESEARCH
70,Female,0,NotInLaborForce,0,10400,ECONOMICS
42,Male,72000,Employed,72000,72000,ANTHROPOLOGY AND ARCHEOLOGY
42,Female,90000,Employed,90000,90000,COMPUTER SCIENCE
22,Male,3000,Employed,3000,3000,INTERCULTURAL AND INTERNATIONAL STUDIES
43,Male,100000,Employed,100000,100300,ACCOUNTING
71,Male,0,NotInLaborForce,0,6000,MISCELLANEOUS EDUCATION
94,Male,0,NotInLaborForce,0,181300,SOIL SCIENCE
38,Male,20000,Employed,20000,20000,CHEMISTRY
42,Female,68000,Employed,68000,68000,COMMERCIAL ART AND GRAPHIC DESIGN
44,Male,60000,Employed,60000,60000,LIBERAL ARTS
23,Female,800,UnEmployed,800,800,FAMILY AND CONSUMER SCIENCES
23,Female,14500,Employed,14500,14500,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
48,Female,28000,Employed,43000,143000,FINE ARTS
33,Female,0,NotInLaborForce,0,0,HOSPITALITY MANAGEMENT
42,Male,65000,Employed,65000,65000,ELECTRICAL ENGINEERING
73,Female,0,NotInLaborForce,0,0,SOCIAL WORK
64,Female,64000,Employed,64000,64000,FINANCE
54,Male,504000,Employed,504000,534000,ELECTRICAL ENGINEERING
29,Male,37500,Employed,37500,37500,MECHANICAL ENGINEERING
31,Male,42000,Employed,42000,42000,ADVERTISING AND PUBLIC RELATIONS
76,Male,0,NotInLaborForce,0,8000,GENERAL BUSINESS
50,Male,50000,Employed,50000,73300,DRAMA AND THEATER ARTS
44,Female,100000,Employed,100000,100000,POLITICAL SCIENCE AND GOVERNMENT
42,Male,90000,Employed,90000,90000,HISTORY
89,Male,0,NotInLaborForce,0,26400,ELECTRICAL ENGINEERING
50,Male,97000,Employed,97000,98400,INTERNATIONAL RELATIONS
44,Female,0,NotInLaborForce,0,10,BUSINESS MANAGEMENT AND ADMINISTRATION
38,Male,90000,Employed,90000,93600,GENERAL ENGINEERING
22,Female,106000,Employed,106000,106000,COMMERCIAL ART AND GRAPHIC DESIGN
45,Female,0,NotInLaborForce,0,2400,MEDICAL TECHNOLOGIES TECHNICIANS
23,Male,5000,Employed,5000,5000,GENERAL ENGINEERING
81,Male,0,NotInLaborForce,0,36000,GEOGRAPHY
30,Male,504000,Employed,504000,504000,GENERAL BUSINESS
34,Female,33400,Employed,33400,33400,ELEMENTARY EDUCATION
51,Male,504000,Employed,504000,509000,ECONOMICS
46,Male,0,Employed,25000,30600,ARCHITECTURE
41,Female,68000,Employed,68000,69700,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
35,Female,75000,Employed,75000,75000,ENGLISH LANGUAGE AND LITERATURE
43,Male,100000,Employed,100000,100000,COMPUTER SCIENCE
52,Male,40000,UnEmployed,40000,40000,CRIMINAL JUSTICE AND FIRE PROTECTION
50,Female,20000,Employed,20000,20000,CLINICAL PSYCHOLOGY
87,Female,0,NotInLaborForce,0,16200,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
35,Female,24000,Employed,24000,24000,ELECTRICAL ENGINEERING
40,Female,0,Employed,16000,16000,COMPUTER NETWORKING AND TELECOMMUNICATIONS
26,Male,35000,Employed,35000,35000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
65,Male,0,NotInLaborForce,0,200,BIOLOGY
58,Male,71000,Employed,71000,71000,PHYSICAL AND HEALTH EDUCATION TEACHING
22,Female,36000,Employed,36000,36000,BUSINESS MANAGEMENT AND ADMINISTRATION
29,Male,40000,Employed,40000,40000,CHEMISTRY
55,Female,199000,Employed,199000,202400,MULTI-DISCIPLINARY OR GENERAL SCIENCE
30,Female,0,NotInLaborForce,0,0,ELECTRICAL ENGINEERING TECHNOLOGY
24,Male,19000,Employed,19000,19000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
24,Female,20000,Employed,20000,20000,BIOCHEMICAL SCIENCES
46,Female,0,NotInLaborForce,0,0,COMMERCIAL ART AND GRAPHIC DESIGN
55,Female,71000,Employed,71000,71000,ACCOUNTING
69,Male,36000,Employed,36000,36000,CHEMICAL ENGINEERING
40,Female,115000,Employed,115000,115000,HUMAN RESOURCES AND PERSONNEL MANAGEMENT
55,Female,50000,Employed,50000,50000,MULTI/INTERDISCIPLINARY STUDIES
30,Female,90000,Employed,90000,90000,MARKETING AND MARKETING RESEARCH
39,Male,90000,Employed,90000,90000,GENERAL BUSINESS
40,Female,90000,Employed,90000,90000,ARCHITECTURE
94,Female,0,NotInLaborForce,0,10000,GENERAL EDUCATION
53,Female,110000,Employed,110000,110000,PSYCHOLOGY
28,Female,48000,Employed,48000,48000,PSYCHOLOGY
67,Female,0,NotInLaborForce,0,16000,MARKETING AND MARKETING RESEARCH
22,Male,0,Employed,500,500,GENERAL ENGINEERING
43,Male,60000,Employed,60000,60000,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS
54,Male,0,Employed,12500,12500,INTERNATIONAL RELATIONS
30,Male,50000,Employed,50000,50100,ACCOUNTING
61,Female,300000,Employed,300000,300000,GENERAL EDUCATION
63,Female,60000,Employed,60000,67000,BUSINESS MANAGEMENT AND ADMINISTRATION
31,Female,504000,Employed,504000,504000,FILM VIDEO AND PHOTOGRAPHIC ARTS
52,Female,55000,Employed,55000,65000,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS
32,Male,120000,Employed,120000,120500,COMPUTER SCIENCE
68,Male,0,NotInLaborForce,0,36600,BUSINESS MANAGEMENT AND ADMINISTRATION
81,Male,0,NotInLaborForce,0,7900,BUSINESS MANAGEMENT AND ADMINISTRATION
40,Female,20000,Employed,20000,20000,BUSINESS MANAGEMENT AND ADMINISTRATION
63,Female,140000,Employed,140000,140000,NURSING
58,Male,150000,Employed,150000,150400,ELECTRICAL ENGINEERING
28,Male,6600,Employed,6600,6600,FINE ARTS
45,Female,60000,Employed,60000,60900,VISUAL AND PERFORMING ARTS
58,Male,39400,Employed,39400,39400,BIOLOGY
57,Male,200000,Employed,200000,230000,FINANCE
52,Male,45000,Employed,45000,45000,ELECTRICAL ENGINEERING
35,Male,190000,Employed,190000,190000,BUSINESS MANAGEMENT AND ADMINISTRATION
49,Male,130000,Employed,130000,130000,MECHANICAL ENGINEERING
67,Female,0,NotInLaborForce,0,40000,PSYCHOLOGY
35,Male,170000,Employed,170000,170000,FINANCE
50,Male,66000,Employed,66000,66000,ENGLISH LANGUAGE AND LITERATURE
52,Female,0,NotInLaborForce,0,0,NURSING
53,Female,0,NotInLaborForce,0,26400,NURSING
37,Female,70000,Employed,70000,70000,ENGLISH LANGUAGE AND LITERATURE
30,Male,45000,Employed,45000,45000,MASS MEDIA
60,Female,107000,Employed,107000,107000,BUSINESS MANAGEMENT AND ADMINISTRATION
64,Female,0,NotInLaborForce,0,88200,BIOLOGY
61,Female,0,Employed,8100,8100,CHEMISTRY
24,Female,40000,Employed,40000,40000,NURSING
81,Female,0,NotInLaborForce,0,6000,ENGLISH LANGUAGE AND LITERATURE
28,Male,0,NotInLaborForce,60000,60000,MARKETING AND MARKETING RESEARCH
50,Male,25000,Employed,25000,25000,INDUSTRIAL AND MANUFACTURING ENGINEERING
38,Male,50000,Employed,50000,50200,MECHANICAL ENGINEERING
57,Female,100000,Employed,100000,106000,PSYCHOLOGY
55,Male,200000,Employed,200000,210000,MISCELLANEOUS ENGINEERING TECHNOLOGIES
51,Male,16000,Employed,16000,16000,MUSIC
73,Female,0,NotInLaborForce,0,0,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
75,Male,0,NotInLaborForce,0,36000,COMMUNICATIONS
53,Female,0,NotInLaborForce,0,0,JOURNALISM
36,Male,22000,Employed,22000,22000,CRIMINAL JUSTICE AND FIRE PROTECTION
54,Female,33800,Employed,33800,33800,BIOLOGY
67,Male,504000,Employed,504000,812000,ACCOUNTING
21,Male,0,NotInLaborForce,0,0,GENERAL AGRICULTURE
28,Female,55000,Employed,55000,55000,SOCIOLOGY
37,Male,165000,Employed,165000,165000,COMPUTER ENGINEERING
25,Female,28000,Employed,28000,28000,MARKETING AND MARKETING RESEARCH
26,Female,26000,Employed,26000,26000,GENERAL BUSINESS
51,Male,240000,Employed,240000,240600,COMPUTER ENGINEERING
75,Male,0,NotInLaborForce,0,84000,CHEMICAL ENGINEERING
44,Female,79000,Employed,79000,79000,SOCIOLOGY
29,Female,0,NotInLaborForce,0,4500,ART AND MUSIC EDUCATION
61,Male,100000,Employed,100000,100000,CIVIL ENGINEERING
28,Female,42000,Employed,42000,42020,SOCIAL WORK
67,Female,0,NotInLaborForce,0,92500,BUSINESS MANAGEMENT AND ADMINISTRATION
34,Female,20000,Employed,20000,20750,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS
62,Male,0,NotInLaborForce,0,11000,FINANCE
62,Male,60000,Employed,60000,60000,GENERAL SOCIAL SCIENCES
39,Male,90000,Employed,90000,90000,ARCHITECTURE
80,Male,0,NotInLaborForce,0,1800,FORESTRY
63,Male,0,NotInLaborForce,0,12900,COMMUNICATIONS
63,Female,0,NotInLaborForce,0,50000,GENERAL EDUCATION
71,Female,0,Employed,3500,53500,GENERAL BUSINESS
39,Female,90000,Employed,90000,90000,GENERAL BUSINESS
23,Female,0,UnEmployed,0,0,ENGLISH LANGUAGE AND LITERATURE
61,Male,0,UnEmployed,0,0,COMPUTER SCIENCE
49,Male,72000,UnEmployed,72000,73900,PHYSICS
52,Male,178000,Employed,178000,198000,ELECTRICAL ENGINEERING
35,Male,0,Employed,12000,12000,FINE ARTS
66,Male,0,NotInLaborForce,0,43290,CRIMINAL JUSTICE AND FIRE PROTECTION
54,Female,0,Employed,24000,68000,BIOLOGY
39,Male,143000,Employed,143000,144000,ACCOUNTING
55,Female,2700,UnEmployed,2700,22900,JOURNALISM
61,Male,0,NotInLaborForce,0,0,COMPUTER SCIENCE
29,Female,5000,NotInLaborForce,5000,5000,ANIMAL SCIENCES
50,Female,50000,Employed,50000,50000,LIBERAL ARTS
42,Female,0,Employed,15000,15000,NUTRITION SCIENCES
31,Male,0,NotInLaborForce,0,0,LIBERAL ARTS
36,Female,120000,Employed,120000,120000,NURSING
39,Female,57000,Employed,57000,57000,CIVIL ENGINEERING
49,Female,20000,Employed,20000,20000,SOCIOLOGY
51,Male,45000,Employed,45000,45000,THEOLOGY AND RELIGIOUS VOCATIONS
57,Male,220000,Employed,220000,221200,ACCOUNTING
28,Male,68000,Employed,68000,68000,HUMANITIES
53,Female,11500,Employed,11500,11500,GENERAL BUSINESS
47,Male,209000,Employed,209000,209000,POLITICAL SCIENCE AND GOVERNMENT
25,Male,40000,Employed,40000,40000,COMMERCIAL ART AND GRAPHIC DESIGN
59,Male,504000,Employed,504000,504000,HISTORY
55,Male,80000,Employed,80000,80000,ELECTRICAL ENGINEERING
94,Female,0,NotInLaborForce,0,58300,GENERAL EDUCATION
51,Female,0,NotInLaborForce,0,0,PHILOSOPHY AND RELIGIOUS STUDIES
25,Male,50000,Employed,50000,51000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
53,Female,83000,Employed,83000,83000,FINANCE
65,Male,90000,NotInLaborForce,90000,100000,ENGLISH LANGUAGE AND LITERATURE
79,Male,0,NotInLaborForce,0,16200,INDUSTRIAL PRODUCTION TECHNOLOGIES
48,Male,83000,Employed,83000,83000,BUSINESS MANAGEMENT AND ADMINISTRATION
28,Female,2000,Employed,2000,9600,LIBERAL ARTS
66,Male,31000,UnEmployed,31000,51400,MATHEMATICS
40,Female,41000,Employed,41000,41800,HISTORY
39,Male,168000,Employed,168000,178000,MISCELLANEOUS ENGINEERING
45,Female,165000,Employed,165000,165000,NURSING
78,Female,0,NotInLaborForce,0,65000,ART HISTORY AND CRITICISM
31,Male,0,Employed,14900,14900,FILM VIDEO AND PHOTOGRAPHIC ARTS
26,Female,36000,Employed,36000,36000,MISCELLANEOUS BIOLOGY
34,Female,0,NotInLaborForce,0,0,LIBERAL ARTS
38,Male,51000,Employed,51000,51000,DRAMA AND THEATER ARTS
59,Female,65000,Employed,65000,65000,GENERAL BUSINESS
76,Female,0,NotInLaborForce,0,27930,NURSING
55,Female,41600,Employed,41600,41800,NURSING
57,Female,52000,Employed,52000,52000,GENERAL SOCIAL SCIENCES
64,Male,0,Employed,30000,30000,BUSINESS MANAGEMENT AND ADMINISTRATION
42,Male,82000,Employed,82000,82200,FINE ARTS
67,Female,10200,Employed,10200,21600,DRAMA AND THEATER ARTS
34,Female,65000,Employed,65000,74000,NURSING
85,Female,0,NotInLaborForce,0,69500,GENERAL BUSINESS
48,Female,12000,Employed,12000,12000,MARKETING AND MARKETING RESEARCH
68,Female,14000,Employed,74000,112000,NURSING
78,Male,0,NotInLaborForce,0,16900,BUSINESS MANAGEMENT AND ADMINISTRATION
49,Female,6700,Employed,6700,6700,COMMUNITY AND PUBLIC HEALTH
26,Male,0,NotInLaborForce,0,0,ANTHROPOLOGY AND ARCHEOLOGY
25,Female,4000,NotInLaborForce,4000,4000,ANTHROPOLOGY AND ARCHEOLOGY
59,Female,108000,Employed,108000,108000,BIOLOGY
73,Female,0,NotInLaborForce,0,38810,POLITICAL SCIENCE AND GOVERNMENT
30,Male,75000,Employed,75000,85000,MISCELLANEOUS FINE ARTS
25,Female,15000,NotInLaborForce,15000,15000,ECONOMICS
68,Female,35000,Employed,35000,35000,GENERAL BUSINESS
50,Female,80000,Employed,80000,80000,CIVIL ENGINEERING
45,Male,140000,Employed,140000,140000,MISCELLANEOUS ENGINEERING
63,Male,100000,Employed,100000,100000,PSYCHOLOGY
65,Female,135000,Employed,484000,484000,ELECTRICAL ENGINEERING
52,Male,504000,Employed,504000,504000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
43,Female,98000,Employed,98000,98000,NURSING
25,Female,66000,Employed,66000,66000,NURSING
58,Male,2700,Employed,132700,132700,MECHANICAL ENGINEERING
54,Male,112000,Employed,112000,112000,GENERAL BUSINESS
32,Female,65000,Employed,65000,65000,SOCIOLOGY
41,Female,0,NotInLaborForce,0,0,SOCIOLOGY
45,Male,143000,Employed,143000,143000,SOCIOLOGY
25,Female,25000,Employed,25000,25000,SOCIOLOGY
37,Male,40000,Employed,40000,40000,SOCIOLOGY
23,Female,9500,Employed,9500,9580,COMMERCIAL ART AND GRAPHIC DESIGN
72,Female,0,NotInLaborForce,0,42100,LANGUAGE AND DRAMA EDUCATION
28,Female,0,NotInLaborForce,0,0,ENGLISH LANGUAGE AND LITERATURE
54,Male,70000,Employed,70000,145000,BUSINESS ECONOMICS
24,Female,70000,Employed,70000,70000,COMMUNICATIONS
28,Male,5000,NotInLaborForce,5000,5000,CRIMINAL JUSTICE AND FIRE PROTECTION
51,Male,78000,Employed,78000,82800,BUSINESS MANAGEMENT AND ADMINISTRATION
49,Female,48000,Employed,48000,48000,COMMERCIAL ART AND GRAPHIC DESIGN
70,Male,30000,Employed,30000,55090,JOURNALISM
30,Female,53000,Employed,53000,53000,FAMILY AND CONSUMER SCIENCES
40,Female,70000,Employed,70000,70000,SCIENCE AND COMPUTER TEACHER EDUCATION
38,Female,18000,Employed,18000,18000,MARKETING AND MARKETING RESEARCH
48,Female,105000,Employed,105000,105000,ACCOUNTING
52,Male,40000,Employed,40000,40000,COMPUTER SCIENCE
24,Female,15000,Employed,15000,15000,SOCIOLOGY
52,Male,78000,Employed,78000,78000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
33,Male,80000,Employed,80000,80000,COMMUNICATIONS
25,Female,45000,Employed,45000,45940,NUTRITION SCIENCES
28,Male,75000,Employed,75000,75000,MECHANICAL ENGINEERING
22,Female,0,NotInLaborForce,0,0,SOCIOLOGY
67,Male,0,NotInLaborForce,0,42000,PSYCHOLOGY
47,Male,72000,Employed,72000,72000,BIOLOGY
61,Male,0,NotInLaborForce,0,69600,NURSING
65,Female,0,NotInLaborForce,0,6900,GENERAL EDUCATION
46,Female,80000,Employed,80000,80560,NURSING
42,Male,285000,Employed,285000,285000,JOURNALISM
44,Female,0,NotInLaborForce,0,0,ENGLISH LANGUAGE AND LITERATURE
28,Female,25000,Employed,25000,25000,NURSING
42,Male,125000,Employed,125000,125000,ACCOUNTING
45,Male,110000,Employed,110000,110200,CRIMINAL JUSTICE AND FIRE PROTECTION
76,Male,0,NotInLaborForce,0,77500,AGRICULTURE PRODUCTION AND MANAGEMENT
23,Male,5000,Employed,5000,6000,MUSIC
39,Female,68000,Employed,68000,68000,POLITICAL SCIENCE AND GOVERNMENT
38,Female,13000,Employed,13000,13000,ENGLISH LANGUAGE AND LITERATURE
61,Male,140000,Employed,140000,140001,GENERAL ENGINEERING
63,Male,1300,Employed,1300,1300,MATHEMATICS
57,Female,200000,Employed,200000,200100,ACCOUNTING
88,Female,0,NotInLaborForce,0,323000,ELEMENTARY EDUCATION
67,Male,0,NotInLaborForce,0,21000,ACCOUNTING
24,Female,10000,Employed,10000,10000,ANTHROPOLOGY AND ARCHEOLOGY
32,Female,0,NotInLaborForce,0,0,ELECTRICAL ENGINEERING
56,Female,14700,Employed,14700,14700,PSYCHOLOGY
23,Male,78000,Employed,78000,79000,ECONOMICS
39,Female,50000,Employed,50000,50000,HOSPITALITY MANAGEMENT
36,Female,0,NotInLaborForce,0,0,THEOLOGY AND RELIGIOUS VOCATIONS
68,Female,8000,NotInLaborForce,8000,22400,ANTHROPOLOGY AND ARCHEOLOGY
62,Male,27200,Employed,27200,43300,COMPUTER AND INFORMATION SYSTEMS
34,Female,60000,Employed,60000,60000,PSYCHOLOGY
29,Male,70000,Employed,70000,70000,FILM VIDEO AND PHOTOGRAPHIC ARTS
26,Female,10000,Employed,10000,10000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
45,Female,0,NotInLaborForce,0,308000,COMMUNICATIONS
39,Male,25000,Employed,25000,25000,ECONOMICS
33,Female,50000,Employed,50000,50000,NURSING
46,Female,70000,Employed,70000,70500,COMMUNICATIONS
63,Female,34900,Employed,34900,34900,GENERAL EDUCATION
49,Male,0,NotInLaborForce,0,16200,INDUSTRIAL AND MANUFACTURING ENGINEERING
60,Male,60000,Employed,60000,60000,PSYCHOLOGY
69,Female,0,NotInLaborForce,0,25601,ELEMENTARY EDUCATION
53,Female,50000,Employed,55000,55000,NURSING
23,Male,15000,Employed,15000,15000,ANTHROPOLOGY AND ARCHEOLOGY
51,Male,124000,Employed,124000,129000,COMPUTER ENGINEERING
30,Male,70000,Employed,70000,70000,FINANCE
76,Female,0,NotInLaborForce,0,18300,GENERAL ENGINEERING
68,Female,50000,Employed,50000,65000,BIOLOGY
45,Female,0,NotInLaborForce,0,0,FAMILY AND CONSUMER SCIENCES
46,Male,0,NotInLaborForce,0,0,GENERAL EDUCATION
67,Male,0,NotInLaborForce,2000,72000,SOCIOLOGY
33,Female,0,NotInLaborForce,0,250,MUSIC
35,Male,63000,Employed,63000,63200,PHYSICS
29,Male,65000,Employed,65000,65000,ARCHITECTURE
34,Male,133000,Employed,133000,133000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
41,Female,47000,Employed,47000,47000,ARCHITECTURE
22,Male,3400,NotInLaborForce,3400,3400,COMPUTER ENGINEERING
58,Female,0,NotInLaborForce,0,0,MECHANICAL ENGINEERING
51,Male,125000,Employed,125000,130000,MISCELLANEOUS EDUCATION
60,Male,0,NotInLaborForce,0,0,CIVIL ENGINEERING
56,Female,45000,Employed,45000,45000,COMMUNICATIONS
57,Male,110000,Employed,110000,110000,ELECTRICAL ENGINEERING
67,Female,0,NotInLaborForce,0,28700,COMMUNICATIONS
41,Male,504000,Employed,504000,504000,AREA ETHNIC AND CIVILIZATION STUDIES
26,Female,5000,UnEmployed,5000,5000,STUDIO ARTS
49,Male,504000,Employed,504000,504000,STATISTICS AND DECISION SCIENCE
24,Female,40000,Employed,40000,40000,FAMILY AND CONSUMER SCIENCES
62,Male,0,NotInLaborForce,0,7900,AEROSPACE ENGINEERING
58,Male,90000,Employed,90000,90000,GENERAL BUSINESS
33,Female,0,NotInLaborForce,3000,3000,LIBERAL ARTS
43,Female,152000,Employed,152000,152000,NURSING
66,Female,65000,Employed,59200,59200,SOCIOLOGY
38,Female,0,UnEmployed,0,0,NURSING
55,Male,3000,Employed,5000,5000,DRAMA AND THEATER ARTS
75,Female,0,NotInLaborForce,0,44000,SOCIOLOGY
33,Male,8000,Employed,8000,8000,BUSINESS MANAGEMENT AND ADMINISTRATION
34,Female,0,NotInLaborForce,0,0,FAMILY AND CONSUMER SCIENCES
30,Male,23000,Employed,23000,23000,COMMUNICATIONS
41,Female,135000,Employed,135000,135000,DRAMA AND THEATER ARTS
40,Female,34000,Employed,34000,50000,LIBERAL ARTS
58,Female,65000,Employed,65000,65000,BUSINESS MANAGEMENT AND ADMINISTRATION
42,Female,100000,Employed,100000,100000,PSYCHOLOGY
28,Male,114000,Employed,114000,114200,COMPUTER SCIENCE
84,Female,5400,Employed,5400,62400,SOCIOLOGY
42,Female,1500,Employed,1500,1600,MULTI-DISCIPLINARY OR GENERAL SCIENCE
52,Male,0,NotInLaborForce,0,67700,MATHEMATICS
50,Male,25000,UnEmployed,25000,30000,PHYSICS
29,Female,48000,Employed,49000,49000,COMMERCIAL ART AND GRAPHIC DESIGN
46,Male,63000,Employed,63000,63000,SOCIOLOGY
66,Male,0,NotInLaborForce,0,24000,ELECTRICAL ENGINEERING
25,Male,22000,Employed,22000,22000,CIVIL ENGINEERING
25,Male,0,NotInLaborForce,0,0,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
35,Male,42000,UnEmployed,42000,42000,COMMUNICATIONS
61,Male,200000,Employed,200000,200050,MECHANICAL ENGINEERING
47,Male,0,UnEmployed,5000,12200,FINE ARTS
43,Male,78000,Employed,78000,78000,COMPUTER SCIENCE
68,Female,0,NotInLaborForce,0,12000,PSYCHOLOGY
65,Male,0,NotInLaborForce,0,86000,BUSINESS MANAGEMENT AND ADMINISTRATION
41,Male,48000,Employed,48000,48000,MARKETING AND MARKETING RESEARCH
48,Male,81000,Employed,81000,81000,COMPUTER SCIENCE
35,Male,90000,Employed,90000,90000,SOCIOLOGY
53,Male,504000,Employed,504000,504000,ACCOUNTING
51,Female,60000,Employed,60000,60000,GENERAL BUSINESS
41,Female,65000,Employed,65000,65000,SOCIOLOGY
22,Female,0,NotInLaborForce,0,0,ECONOMICS
28,Female,49000,Employed,49000,49000,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION
71,Male,0,NotInLaborForce,0,84900,NATURAL RESOURCES MANAGEMENT
74,Female,19000,Employed,19000,34600,CHEMISTRY
62,Female,0,Employed,2000,3400,FINE ARTS
78,Male,120000,Employed,120000,162400,MECHANICAL ENGINEERING
40,Female,12500,Employed,12500,12500,COMMUNICATION TECHNOLOGIES
56,Female,35000,UnEmployed,45000,47000,COMPUTER SCIENCE
57,Female,170000,Employed,170000,170000,NURSING
64,Female,120000,Employed,120000,120030,NURSING
23,Female,0,UnEmployed,0,0,GENERAL BUSINESS
67,Male,0,Employed,7500,29600,FINE ARTS
31,Female,65000,Employed,65000,65000,PHYSIOLOGY
45,Male,75000,Employed,75000,76100,ENGLISH LANGUAGE AND LITERATURE
40,Female,72000,Employed,72000,74000,PHILOSOPHY AND RELIGIOUS STUDIES
