"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","start_lat","start_lng","end_lat","end_lng","member_casual"
"79556B523520515A","classic_bike","2021-08-31 15:58:33","2021-08-31 16:15:09","West End Ave & W 60 St","7059.08","W 100 St & Broadway","7580.01","40.77237","-73.99005","40.7973721","-73.97041192","member"
"EA8A95C2B4EC925A","classic_bike","2021-08-12 13:32:28","2021-08-12 13:50:58","E 6 St & Avenue D","5506.14","Allen St & Hester St","5342.10","40.72228087","-73.97668709","40.71605866","-73.99190759","member"
"6CC2FF4385B83C55","classic_bike","2021-08-26 07:56:35","2021-08-26 08:13:53","Park Ave & E 124 St","7682.01","W 113 St & Broadway","7713.01","40.8045555","-73.9396861","40.805973","-73.964928","casual"
"778A0F235CD60298","classic_bike","2021-08-25 19:08:06","2021-08-25 19:21:40","S 5 Pl & S 5 St","5125.03","Stanton St & Mangin St","5326.06","40.710451","-73.960876","40.71782143","-73.97628939","member"
"B5FF1DA349EEE5FF","classic_bike","2021-08-31 15:03:52","2021-08-31 15:14:14","E 9 St & Avenue C","5616.01","Stanton St & Chrystie St","5523.02","40.72521311","-73.97768752","40.72229346","-73.99147535","member"
"2208C801ADCB2561","classic_bike","2021-08-31 18:37:18","2021-08-31 19:20:01","Broadway & W 58 St","6948.10","Greenwich Ave & Charles St","5914.08","40.76695317","-73.98169333","40.735238","-74.000271","casual"
"8295BD8BC0D0BEB6","classic_bike","2021-08-18 10:33:14","2021-08-18 10:40:17","Stagg St & Union Ave","5117.05","Union Ave & N 12 St","5411.07","40.70877084","-73.95095259","40.71924","-73.95242","member"
"9322858D5EBB5C62","classic_bike","2021-08-13 11:30:57","2021-08-13 11:48:45","5 Ave & E 87 St","7323.09","Broadway & W 36 St","6441.01","40.78231448346993","-73.95980536937714","40.75097711","-73.98765428","member"
"0B4A89EE70A7A58C","classic_bike","2021-08-28 17:20:47","2021-08-28 17:40:08","Adams St & Prospect St","4821.10","Forsyth St & Canal St","5270.07","40.700763083261506","-73.98869812488556","40.7158155","-73.99422366","member"
"13AF1E398DCF9A28","classic_bike","2021-08-31 17:33:26","2021-08-31 17:50:38","Suffolk St & Stanton St","5445.02","Bedford Ave & Nassau Ave","5550.05","40.72066442","-73.98517977","40.72311651","-73.95212324","member"
"67B99B1C17B32E0C","classic_bike","2021-08-07 22:18:38","2021-08-07 22:40:09","Vernon Blvd & 50 Ave","6170.02","Wyckoff Av & Stanhope St","4931.05","40.74232744","-73.95411749","40.703545","-73.917775","member"
"B7A8ABA28FD714F4","classic_bike","2021-08-03 22:20:43","2021-08-03 22:28:55","31 St & 23 Ave","7144.01","Astoria Park S & Shore Blvd","7159.08","40.7747878","-73.9125551","40.7767","-73.927631","casual"
"AF2AEB022F162AF7","classic_bike","2021-08-11 23:12:38","2021-08-11 23:32:13","W 21 St & 6 Ave","6140.05","E 47 St & 1 Ave","6498.09","40.74173969","-73.99415556","40.75206862","-73.96784384","member"
"BF7D36AEC2E8E578","classic_bike","2021-08-20 09:54:32","2021-08-20 10:00:30","W 116 St & Amsterdam Ave","7692.11","Amsterdam Ave & W 131 St","7842.16","40.8067581","-73.9607082","40.816355","-73.954295","casual"
"AE389C138AAE2BE2","classic_bike","2021-08-11 05:17:36","2021-08-11 05:27:00","Stagg St & Union Ave","5117.05","Bedford Ave & Nassau Ave","5550.05","40.70877084","-73.95095259","40.72311651","-73.95212324","casual"
"91A1B8BEB53FFA6C","classic_bike","2021-08-27 12:30:36","2021-08-27 13:04:12","E 20 St & 2 Ave","5971.08","Prospect Park West & 8 St","3722.04","40.73587678","-73.98205027","40.66514681533792","-73.97637605667114","member"
"C7E31751B1042280","classic_bike","2021-08-02 18:00:28","2021-08-02 18:10:20","West End Ave & W 60 St","7059.08","W 84 St & Broadway","7409.08","40.77237","-73.99005","40.7867947","-73.977112","member"
"1063DF954BB14B03","docked_bike","2021-08-28 19:09:53","2021-08-28 19:33:29","Washington Park","4546.05","Union Ave & Wallabout St","4818.03","40.691782","-73.97373","40.700295","-73.950323","casual"
"A89F4C532D874308","classic_bike","2021-08-07 03:12:49","2021-08-07 03:40:44","Kent Ave & N 7 St","5489.03","Suffolk St & Stanton St","5445.02","40.72036775298455","-73.96165072917938","40.72066442","-73.98517977","member"
"011E9C9E020B4F19","classic_bike","2021-08-15 09:53:56","2021-08-15 10:05:49","E 5 St & Cooper Sq","5712.12","W 26 St & 8 Ave","6297.02","40.72769","-73.990993","40.74734825","-73.99723551","casual"
"E6772403C3EA4E46","classic_bike","2021-08-27 15:51:18","2021-08-27 16:00:35","E 102 St & 1 Ave","7407.13","2 Ave & E 96 St","7338.02","40.7869946","-73.94164802","40.7839636","-73.9471673","casual"
"F8EBE9131008D7F0","classic_bike","2021-08-04 18:13:29","2021-08-04 18:27:33","E 58 St & 3 Ave","6762.02","W 54 St & 11 Ave","6955.05","40.76095756","-73.96724467","40.768333","-73.992573","member"
"3FE3334C3B6C0F9D","classic_bike","2021-08-05 21:51:55","2021-08-05 22:04:06","E 9 St & 5 Ave","5872.10","1 Ave & E 16 St","5779.08","40.73275887045087","-73.99581670761108","40.73221853","-73.98165557","member"
"8358DE31A6F099A0","classic_bike","2021-08-08 11:56:24","2021-08-08 12:40:29","Lafayette Ave & Fort Greene Pl","4395.04","Center Blvd & 51 Ave","6179.07","40.68691865","-73.976682","40.743366080270214","-73.95960688591003","casual"
"EBECB5A601776869","classic_bike","2021-08-06 13:28:23","2021-08-06 13:32:32","E 102 St & 1 Ave","7407.13","2 Ave & E 96 St","7338.02","40.7869946","-73.94164802","40.7839636","-73.9471673","member"
"265F1164CAC7FD2A","classic_bike","2021-08-06 08:54:00","2021-08-06 09:03:50","Hanson Pl & Ashland Pl","4395.07","Berkeley Pl & 7 Ave","4051.01","40.68506807308177","-73.97790759801863","40.675146838709786","-73.97523209452629","member"
"B066C7FCDD76F61F","docked_bike","2021-08-15 14:15:50","2021-08-15 15:39:29","Courtlandt Ave & E 149 St","7840.05","E 161 St & River Ave","8041.07","40.816402","-73.919549","40.827883","-73.927111","casual"
"63085097BD963B1F","classic_bike","2021-08-23 17:12:56","2021-08-23 17:31:28","Pier 40 - Hudson River Park","5696.03","E 27 St & Park Ave S","6131.13","40.7277140777778","-74.01129573583603","40.74275179648995","-73.9847157150507","member"
"3952230F8F6CD5D6","classic_bike","2021-08-19 19:37:43","2021-08-19 19:43:12","Division St & Bowery","5270.08","Lispenard St & Broadway","5391.06","40.714193","-73.996732","40.71939226","-74.00247214","member"
"E7DD4CFCAACAC014","classic_bike","2021-08-18 21:28:47","2021-08-18 21:37:17","E 20 St & Park Ave","6055.08","Mott St & Prince St","5561.04","40.73827428","-73.98751968","40.72317958","-73.99480012","member"
"CD85CDF8D33F0983","classic_bike","2021-08-28 19:28:43","2021-08-28 19:56:18","Forsyth St & Broome St","5453.05","6 Ave & W 45 St","6593.15","40.71893904","-73.99266288","40.756951","-73.982631","member"
"4E1D08B027D79F44","classic_bike","2021-08-20 18:02:46","2021-08-20 18:25:26","Monroe St & Tompkins Ave","4434.06","Huron St & Franklin St","5869.04","40.686203","-73.944694","40.73266","-73.95826","casual"
"A5F8BF8CA3BEBA47","classic_bike","2021-08-15 19:55:15","2021-08-15 20:04:08","University Pl & E 8 St","5755.14","Stanton St & Chrystie St","5523.02","40.73143724085228","-73.99490341544151","40.72229346","-73.99147535","casual"
"4F67C4D13991CD9B","classic_bike","2021-08-17 06:38:58","2021-08-17 06:47:02","Lexington Ave & E 24 St","6089.07","W 33 St & 7 Ave","6407.07","40.74025878","-73.98409214","40.75019995","-73.99093085","member"
"1A620D62295058BE","classic_bike","2021-08-06 17:34:14","2021-08-06 17:40:35","E 63 St & 3 Ave","6830.02","Central Park S & 6 Ave","6876.04","40.763954","-73.9646","40.76590936","-73.97634151","member"
"4528D831A48DA691","classic_bike","2021-08-17 12:18:30","2021-08-17 13:16:07","5 Ave & E 29 St","6248.06","E 2 St & 2 Ave","5593.02","40.7451677","-73.98683077","40.72502876","-73.99069656","casual"
"9401F9AC078F437F","classic_bike","2021-08-30 10:27:52","2021-08-30 10:39:30","E 27 St & 1 Ave","6004.06","Broadway & E 14 St","5905.12","40.739445","-73.976806","40.73454567","-73.99074142","casual"
"E322A52300874B7E","classic_bike","2021-08-19 22:29:38","2021-08-19 22:40:07","Clinton St & Union St","4266.03","Duffield St & Willoughby St","4596.05","40.6831164","-73.99785267","40.69221589","-73.9842844","member"
"C49CDB5907F7C198","classic_bike","2021-08-25 11:47:51","2021-08-25 11:51:18","2 Ave & E 96 St","7338.02","2 Ave & E 104 St","7436.11","40.7839636","-73.9471673","40.7892105","-73.94370784","casual"
"880FAFB4183FE348","classic_bike","2021-08-29 21:24:21","2021-08-29 21:34:48","W 82 St & Central Park West","7304.08","7 Ave & Central Park South","6912.01","40.78275","-73.97137","40.7667405590595","-73.9790689945221","casual"
"AA7F5D2EE72F307A","classic_bike","2021-08-05 17:16:32","2021-08-05 17:49:26","Icahn Stadium","7514.01","East End Ave & E 86 St","7113.08","40.79346","-73.92389","40.77518615","-73.94446054","member"
"64CFF329D99893F9","classic_bike","2021-08-10 10:53:53","2021-08-10 10:59:59","Carmine St & 6 Ave","5763.03","MacDougal St & Prince St","5687.04","40.73038599","-74.00214988","40.72710258","-74.00297088","casual"
"A3F68F99CE9320F9","classic_bike","2021-08-19 18:02:57","2021-08-19 18:25:36","W 30 St & 10 Ave","6459.07","Columbus Ave & W 72 St","7175.05","40.752694","-74.002353","40.7770575","-73.97898475","member"
"B895574BDACBB749","classic_bike","2021-08-18 19:46:54","2021-08-18 19:59:39","West St & Liberty St","5184.08","Perry St & Bleecker St","5922.07","40.711444","-74.014847","40.73535398","-74.00483091","member"
"982D570850AE2210","classic_bike","2021-08-15 19:06:14","2021-08-15 19:21:59","Shore Blvd & Astoria Park","7271.01","Astoria Park S & Shore Blvd","7159.08","40.77977","-73.923162","40.7767","-73.927631","member"
"9FE42D1C537292E0","classic_bike","2021-08-14 18:41:55","2021-08-14 18:50:05","12 Ave & W 40 St","6765.01","W 20 St & 10 Ave","6306.01","40.76087502","-74.00277668","40.745686","-74.005141","member"
"7F5D703EEDF5ADDA","classic_bike","2021-08-15 13:56:15","2021-08-15 14:07:39","E 13 St & Avenue A","5779.09","Perry St & Bleecker St","5922.07","40.72966729392978","-73.98067966103554","40.73535398","-74.00483091","member"
"9AC197CE411F2F4E","docked_bike","2021-08-03 15:45:55","2021-08-03 15:53:47","Central Park West & W 85 St","7354.01","W 82 St & Central Park West","7304.08","40.78476","-73.969862","40.78275","-73.97137","casual"
"8EFD0802A96D956C","classic_bike","2021-08-09 18:43:19","2021-08-09 18:46:54","Mercer St & Spring St","5532.01","Lafayette St & Jersey St","5561.06","40.72362738","-73.99949601","40.72456089","-73.99565293","member"
"F0B7A8F01AE6B27E","classic_bike","2021-08-25 13:41:10","2021-08-25 13:51:46","W 110 St & Amsterdam Ave","7646.04","E 106 St & Lexington Ave","7504.18","40.802692","-73.96295","40.791976","-73.945993","casual"
"50D0ED801257335A","classic_bike","2021-08-27 17:55:28","2021-08-27 18:05:29","W 37 St & 10 Ave","6611.02","Broadway & W 58 St","6948.10","40.75660359","-73.9979009","40.76695317","-73.98169333","casual"
"3FFEF1959571FC15","classic_bike","2021-08-16 10:51:02","2021-08-16 10:53:05","Broadway & Berry St","5164.04","S 5 Pl & S 5 St","5125.03","40.71044554","-73.96525063","40.710451","-73.960876","member"
"2060B5B297D1EB87","classic_bike","2021-08-30 16:47:43","2021-08-30 16:51:34","E 23 St & 1 Ave","5929.01","Stuyvesant Walk & 1 Av Loop","5854.10","40.736502","-73.97809472","40.732339777151054","-73.97898383438587","member"
"EF583B59742EB00A","classic_bike","2021-08-01 07:54:05","2021-08-01 07:59:09","1 Ave & E 18 St","5854.09","E 20 St & Park Ave","6055.08","40.733812191966315","-73.98054420948029","40.73827428","-73.98751968","member"
"71D15BEE0FC85B77","classic_bike","2021-08-02 13:55:53","2021-08-02 14:16:51","Clinton St\t& Cherry St","5190.09","Broadway & E 14 St","5905.12","40.711471394469264","-73.98672603070736","40.73454567","-73.99074142","member"
"7AB7B82700D3881E","classic_bike","2021-08-05 20:48:28","2021-08-05 21:08:40","23 Ave & 27 St","7178.02","27 St & Hunter St","6310.06","40.776165","-73.9153175","40.7485","-73.941275","member"
"56B6D761CA81AE5A","classic_bike","2021-08-01 19:41:20","2021-08-01 20:49:07","W 44 St & 11 Ave","6756.05","W 110 St & Amsterdam Ave","7646.04","40.762009","-73.996975","40.802692","-73.96295","casual"
